technique_id,technique_name,tactic,families
T1105,,,ABK|ANDROMEDA|Action RAT|Agent Tesla|Agent.btz|Amadey|Anchor|Aria-body|AshTag|Astaroth|Attor|AuditCred|Avenger|Azorult|BADFLICK|BADHATCH|BADNEWS|BBK|BISCUIT|BLINDINGCAN|BLUELIGHT|BONDUPDATER|BRICKSTORM|BUSHWALK|BabyShark|BackConfig|Backdoor.Oldrea|BadPatch|Bandook|Bankshot|Bazar|BeaverTail|BendyBear|Bisonal|BlackMould|Bonadan|BoomBox|BoxCaon|Briba|Bumblebee|Bundlore|CARROTBAT|CASTLETAP|CHIMNEYSWEEP|CHOPSTICK|CORESHELL|Calisto|CallMe|Caminho|Cannon|Carberp|Cardinal RAT|Caterpillar WebShell|ChChes|Chaes|CharmPower|China Chopper|Chrommme|CloudDuke|Cobalt Strike|CoinTicker|Conficker|CookieMiner|CostaBricks|CreepyDrive|Crimson|Cryptoistic|Cuba|Cyclops Blink|DDKONG|DEATHRANSOM|DOGCALL|DOWNIISSA|DRATzarus|DUSTTRAP|Dacls|DanBot|DarkComet|DarkGate|DarkTortilla|Daserf|Denis|Diavol|Dipsind|Disco|DnsSystem|Doki|Downdelph|DropBook|Drovorub|Dtrack|Dyre|EVILNUM|Ecipekac|Egregor|Elise|Emissary|Emotet|EvilBunny|Exaramel for Linux|Explosive|FELIXROOT|FYAnti|Felismus|Flagpro|FlawedAmmyy|FoggyWeb|FunnyDream|Gazer|Gelsemium|GlassWorm|Gold Dragon|GoldMax|GoldenSpy|Gootloader|Grandoreiro|GreyEnergy|GrimAgent|GuLoader|H1N1|HAPPYWORK|HOPLIGHT|HTTPBrowser|HTTPTroy|Hancitor|Hannotog|Havoc|Helminth|HexEval Loader|Hi-Zor|HiddenFace|HiddenWasp|Hikit|Hildegard|HotCroissant|Hydraq|HyperBro|IMAPLoader|IcedID|Industroyer|InvisiMole|InvisibleFerret|Ixeshe|JHUHUGIT|JPIN|JSS Loader|Javali|KARAE|KEYMARBLE|KGH_SPY|KOCTOPUS|KONNI|Kasidet|Kazuar|Kerrdown|Kessel|Kevin|KeyBoy|Kinsing|Kivars|Kwampirs|LODEINFO|LOWBALL|Latrodectus|LightNeuron|LightSpy|Linfo|LiteDuke|LitePower|Lizar|Lokibot|LoudMiner|Lucifer|MacMa|Machete|Mafalda|MagicRAT|MarkiRAT|MechaFlounder|Melcoz|Metamorfo|Meteor|Micropsia|Milan|MiniDuke|Mis-Type|Misdat|Mivast|MobileOrder|MoleNet|Mongall|More_eggs|Mosquito|MuddyViper|NDiskMonitor|NETWIRE|NICECURL|NOKKI|NanHaiShu|NanoCore|NavRAT|Nebulae|Neo-reGeorg|Neoichor|Nerex|Netwalker|Nidiran|NightClub|ODAgent|OSX/Shlayer|OSX_OCEANLOTUS.D|Octopus|OilBooster|OilCheck|Okrum|OopsIE|Orz|OutSteel|P.A.S. Webshell|P8RAT|PHASEJAM|PHPsert|PLAINTEE|PLEAD|POSHSPY|POWERSOURCE|POWERSTATS|POWRUNER|PS1|PUBLOAD|PUNCHBUGGY|Pandora|Pasam|Penquin|Peppy|PipeMon|Pisloader|PlugX|PoetRAT|PoisonIvy|PolyglotDuke|Pony|PowerDuke|PowerExchange|PowerLess|PowerPunch|Psylo|Pteranodon|PureCrypter|QakBot|QuietSieve|RARSTONE|RATANKBA|RCSession|RDAT|REvil|RGDoor|RIFLESPINE|ROKRAT|RTM|Raccoon Stealer|RainyDay|Raspberry Robin|RedLeaves|RedLine Stealer|RegDuke|RemoteCMD|Remsec|Revenge RAT|RogueRobin|S-Type|SDBbot|SEASHARPEE|SHARPSTATS|SHUTTERSPEED|SLIGHTPULSE|SLOTHFULMEDIA|SLOWDRIFT|SMOKEDHAM|SQLRat|STEADYPULSE|SUNBURST|SVCReady|Saint Bot|Sakula|SampleCheck5000|Samurai|Sardonic|SeaDuke|Seasalt|ServHelper|Seth-Locker|ShadowPad|Shai-Hulud|Shamoon|Shark|SharpDisco|SharpStage|ShimRat|Sibot|SideTwist|Skidmap|Small Sieve|Smoke Loader|Snip3|SocGholish|SodaMaster|Solar|SombRAT|SoreFang|SpeakUp|Spica|SpicyOmelette|Squirrelwaffle|StoneDrill|StrelaStealer|StrifeWater|StrongPity|SysUpdate|SystemBC|TAINTEDSCRIBE|TAMECAT|TDTESS|TONESHELL|TSCookie|TURNEDUP|TYPEFRAME|Taidoor|ThiefQuest|ThreatNeedle|TinyTurla|Tomiris|TrickBot|Trojan.Karagany|Tsundere Botnet|Turian|UBoatRAT|UPPERCUT|Unknown Logger|Uroburos|Ursnif|VBShower|VERMIN|VIRTUALPITA|Valak|VaporRage|Vasport|Volgmer|WEBC2|WIREFIRE|WarzoneRAT|Waterbear|WellMail|WellMess|WhisperGate|Wiarp|Winnti for Linux|Winnti for Windows|Woody RAT|XCSSET|XORIndex Loader|Xbash|YAHOYAH|ZIPLINE|ZLib|Zebrocy|ZeroT|Zeus Panda|Zox|ZxShell|ZxxZ|build_downer|down_new|gh0st RAT|jRAT|macOS.OSAMiner|metaMain|njRAT|reGeorg|xCaon
T1106,,,ADVSTORESHELL|ANELLDR|Akira|Amadey|AppleSeed|Aria-body|Attor|Avaddon|AvosLocker|BADHATCH|BADNEWS|BBK|BOOKWORM|Babuk|BackConfig|Bad Rabbit|Bandook|Bankshot|Bazar|BendyBear|Bisonal|BitPaymer|Black Basta|BlackByte Ransomware|BoxCaon|Bumblebee|CANONSTAGER|CHIMNEYSWEEP|CLAIMLOADER|CaddyWiper|Caminho|Carberp|Chaes|Chrommme|Clop|Cobalt Strike|ComRAT|Conti|CostaBricks|Cuba|Cyclops Blink|DCSrv|DEADEYE|DOWNIISSA|DRATzarus|DarkGate|DarkTortilla|Denis|Diavol|Dridex|DynoWiper|Egregor|Embargo|Emotet|EvilBunny|Exbyte|Explosive|FatDuke|Flagpro|FoggyWeb|Fooder|FunnyDream|Gelsemium|GoldenSpy|Goopy|Grandoreiro|GrimAgent|GuLoader|HAWKBALL|HTTPTroy|Hancitor|Havoc|HeartCrypt|HermeticWiper|HermeticWizard|HotCroissant|HyperBro|HyperStack|IMAPLoader|INC Ransomware|IcedID|InnaputRAT|InvisiMole|KOCTOPUS|KONNI|Kapeka|Kevin|KillDisk|LODEINFO|LP-Notes|Latrodectus|LightNeuron|LitePower|Lizar|LockBit 3.0|Lokibot|MacMa|Mafalda|Mango|MarkiRAT|Maze|Medusa Ransomware|MegaCortex|Metamorfo|Meteor|Milan|Mis-Type|Misdat|Mispadu|Mosquito|MuddyViper|NETWIRE|NOOPLDR|Nebulae|Netwalker|NightClub|Ninja|ODAgent|OilBooster|PAKLOG|PLEAD|PUBLOAD|Pikabot|Pillowmint|PipeMon|PlugX|PolyglotDuke|Pony|Prestige|Pteranodon|QUIETCANARY|QakBot|Qilin|RCSession|RDFSNIFFER|REvil|ROKRAT|RTM|RainyDay|Ramsay|Rising Sun|RotaJakiro|Royal|RustyWater|Ryuk|S-Type|SUNSPOT|SVCReady|Sagerunex|Saint Bot|Samurai|Sardonic|SharpDisco|ShimRat|SideTwist|Siloscape|SodaMaster|SombRAT|SplatCloak|SplatDropper|StarProxy|StealBit|StrifeWater|Stuxnet|SynAck|SysUpdate|SystemBC|TONESHELL|TRAILBLAZE|Taidoor|ThiefQuest|TinyTurla|Torisma|TrickBot|Uroburos|Ursnif|Volgmer|WarzoneRAT|WastedLocker|Waterbear|WhisperGate|WindTail|Winnti for Windows|Woody RAT|XAgentOSX|XLoader|ZeroCleare|ZxShell|ZxxZ|build_downer|gh0st RAT|metaMain|njRAT|xCaon
T1110,,,Caterpillar WebShell|Chaos|Kinsing|Pysa|QakBot
T1110.001,,,China Chopper|Emotet|HermeticWizard|Lucifer|P.A.S. Webshell|Pony|SpeakUp|Xbash
T1110.002,,,Net Crawler
T1110.003,,,Bad Rabbit|Linux Rabbit
T1110.004,,,TrickBot
T1111,,,SLOWPULSE|Sykipot
T1112,,,ADVSTORESHELL|Agent Tesla|Amadey|Attor|Avaddon|BACKSPACE|BADCALL|BOOKWORM|Bankshot|Bisonal|BitPaymer|Black Basta|BlackByte 2.0 Ransomware|BlackByte Ransomware|BlackCat|CHIMNEYSWEEP|CHOPSTICK|Cardinal RAT|Catchamas|Caterpillar WebShell|Chaes|CharmPower|Clambling|Clop|Cobalt Strike|ComRAT|Conficker|Crimson|DCSrv|DarkComet|DarkTortilla|DarkWatchman|EVILNUM|Embargo|Exaramel for Windows|Explosive|FELIXROOT|Ferocious|Gelsemium|Grandoreiro|GreyEnergy|HIUPAN|HOPLIGHT|HermeticWiper|HiddenFace|Hydraq|HyperStack|IPsec Helper|InvisiMole|KEYMARBLE|KOCTOPUS|KONNI|Kapeka|LoJax|LockBit 2.0|LockBit 3.0|Lokibot|Mafalda|MegaCortex|Metamorfo|Mori|Mosquito|MuddyViper|NETWIRE|NOOPLDR|Naid|NanoCore|Neoichor|Nerex|Netwalker|NightClub|Orz|PHOREAL|PLAINTEE|Pandora|Pillowmint|PipeMon|PlugX|PoetRAT|PoisonIvy|PolyglotDuke|PowerShower|Prestige|Pysa|QUADAGENT|QakBot|Qilin|RCSession|REvil|ROKRAT|RTM|RegDuke|Regin|Rover|SLOTHFULMEDIA|SMOKEDHAM|SOUNDBITE|SUNBURST|Samurai|ShadowPad|Shamoon|ShimRat|ShrinkLocker|Sibot|StreamEx|Stuxnet|SynAck|SysUpdate|TEARDROP|TRANSLATEXT|TYPEFRAME|Taidoor|TajMahal|Tarrask|ThreatNeedle|TinyTurla|TrickBot|Uroburos|Ursnif|Valak|Volgmer|WarzoneRAT|WastedLocker|Waterbear|Zeus Panda|ZxShell|gh0st RAT|metaMain|njRAT|zwShell
T1113,,,Agent Tesla|AppleSeed|Aria-body|AshTag|Attor|Azorult|BADHATCH|BADNEWS|BISCUIT|BLUELIGHT|BadPatch|Bandook|BlackEnergy|CHIMNEYSWEEP|CHOPSTICK|Cadelspy|Cannon|Carbanak|Carberp|Cardinal RAT|Catchamas|Chaes|CharmPower|Chrommme|Clambling|Cobalt Strike|Cobian RAT|CosmicDuke|Crimson|CrossRAT|Cuckoo Stealer|DOGCALL|DUSTTRAP|Daserf|Derusbi|DustySky|ECCENTRICBANDWAGON|EvilGrab|FinFisher|Flame|FlawedAmmyy|FruitFly|FunnyDream|GRIFFON|HALFBAKED|HTTPTroy|Havoc|HotCroissant|Hydraq|HyperBro|InvisiMole|JHUHUGIT|Janicab|KEYMARBLE|KONNI|Kasidet|Kazuar|KeyBoy|Kivars|LODEINFO|LightSpy|LitePower|Lizar|LookBack|Lumma Stealer|LunarMail|MacMa|MacSpy|Machete|Mafalda|Manjusaka|MarkiRAT|Matryoshka|Metamorfo|Micropsia|Mispadu|NETWIRE|NKAbuse|NightClub|ObliqueRAT|Octopus|POORAIM|POWERSTATS|POWRUNER|Peppy|PlugX|PoetRAT|Prikormka|Proton|Pteranodon|QuietSieve|RCSession|RDAT|ROKRAT|RTM|Raccoon Stealer|RainyDay|Ramsay|RedLeaves|RedLine Stealer|Remexi|Revenge RAT|RogueRobin|Rover|SHUTTERSPEED|SLOTHFULMEDIA|SMOKEDHAM|SVCReady|SharpStage|Socksbot|StoneDrill|StrifeWater|SysUpdate|T9000|TONESHELL|TRANSLATEXT|TURNEDUP|TajMahal|TinyZBot|Trojan.Karagany|Troll Stealer|Turian|UPPERCUT|Ursnif|VERMIN|Valak|Woody RAT|XAgentOSX|XCSSET|XLoader|ZLib|Zebrocy|Zeus Panda|ZxShell|gh0st RAT|jRAT|metaMain|njRAT|yty
T1114,,,Emotet|TRANSLATEXT
T1114.001,,,Carbanak|CosmicDuke|Crimson|Emotet|KGH_SPY|LunarMail|QakBot|Smoke Loader
T1114.002,,,LightNeuron|SeaDuke|Valak
T1115,,,Agent Tesla|Astaroth|Attor|BOOKWORM|CHIMNEYSWEEP|Cadelspy|Catchamas|Clambling|CosmicDuke|DarkComet|DarkGate|DarkTortilla|Explosive|FlawedAmmyy|Grandoreiro|Helminth|InvisibleFerret|JHUHUGIT|KONNI|MacSpy|Machete|MarkiRAT|Melcoz|Metamorfo|MgBot|Mispadu|PAKLOG|ROKRAT|RTM|Remexi|RunningRAT|TajMahal|TinyZBot|VERMIN|XLoader|Zeus Panda|jRAT
T1119,,,AppleSeed|Attor|BADNEWS|Bankshot|Comnie|Crutch|DarkGate|FunnyDream|GoldFinder|Helminth|InvisiMole|LAMEHUG|LightNeuron|LoFiSe|Lumma Stealer|MESSAGETAP|Metamorfo|Micropsia|NETWIRE|OutSteel|PACEMAKER|PoetRAT|Proxysvc|RTM|Raccoon Stealer|Ramsay|RotaJakiro|Rover|Shai-Hulud|StrelaStealer|StrongPity|T9000|TajMahal|USBStealer|VERMIN|Valak|WindTail|Zebrocy|ccf32
T1120,,,ADVSTORESHELL|AcidPour|Attor|BADNEWS|Bandook|BlackEnergy|CHIMNEYSWEEP|Cadelspy|Crimson|Crutch|DarkWatchman|DustySky|DynoWiper|Ferocious|FlawedAmmyy|FunnyDream|HIUPAN|Heyoka Backdoor|INC Ransomware|LockBit 2.0|LockBit 3.0|Machete|Mongall|MoonWind|NightClub|ObliqueRAT|PlugX|Prikormka|QakBot|QuietSieve|ROADSWEEP|RTM|Ragnar Locker|Ramsay|SVCReady|SharpDisco|Stuxnet|T9000|TajMahal|Turian|USBStealer|USBferry|WannaCry|WastedLocker|Zebrocy|jRAT|njRAT
T1123,,,Attor|Bandook|Cadelspy|Cobian RAT|Crimson|DOGCALL|DarkComet|Derusbi|EvilGrab|Flame|InvisiMole|Janicab|LightSpy|MacMa|MacSpy|Machete|MgBot|Micropsia|NanoCore|NightClub|ROKRAT|Revenge RAT|T9000|TajMahal|VERMIN|jRAT
T1124,,,Agent Tesla|AppleSeed|Astaroth|AvosLocker|Azorult|BADHATCH|BISCUIT|BLUELIGHT|Bazar|BeaverTail|BendyBear|Bisonal|Cannon|Carbon|Clambling|ComRAT|Conficker|Crimson|DCSrv|DEADWOOD|DRATzarus|DUSTTRAP|DarkGate|DarkWatchman|Egregor|Epic|EvilBunny|FELIXROOT|FunnyDream|GRIFFON|GlassWorm|GoldMax|Grandoreiro|GravityRAT|Green Lambert|HOPLIGHT|InvisiMole|KEYPLUG|LODEINFO|Medusa Ransomware|Metamorfo|MoonWind|NOKKI|Nightdoor|Okrum|OopsIE|PAKLOG|PUBLOAD|PipeMon|PlugX|PowerDuke|Proxysvc|QakBot|RTM|Raccoon Stealer|SHARPSTATS|SUNBURST|SVCReady|ShadowPad|Shamoon|ShrinkLocker|SombRAT|StarProxy|StoneDrill|StrifeWater|Stuxnet|SystemBC|T9000|TAINTEDSCRIBE|Taidoor|TajMahal|Torisma|UPPERCUT|WindTail|Zebrocy|Zeus Panda|build_downer|ccf32
T1125,,,Agent Tesla|Bandook|Clambling|Cobian RAT|Crimson|DarkComet|Derusbi|EvilGrab|InvisiMole|Kazuar|Machete|NanoCore|ObliqueRAT|PoetRAT|Revenge RAT|SDBbot|T9000|TajMahal|WarzoneRAT|ZxShell|jRAT|njRAT
T1127.001,,,NOOPLDR|PlugX
T1129,,,Astaroth|Attor|BLINDINGCAN|BOOSTWRITE|Bumblebee|DarkWatchman|Dtrack|Ebury|FoggyWeb|Hydraq|KillDisk|LightSpy|Metamorfo|OSX_OCEANLOTUS.D|PUNCHBUGGY|PipeMon|RotaJakiro|Stuxnet|TajMahal|VersaMem|gh0st RAT
T1132,,,BADNEWS|H1N1|LAMEHUG|Linux Rabbit|Ursnif
T1132.001,,,ADVSTORESHELL|Astaroth|AutoIt backdoor|BADNEWS|BLINDINGCAN|BRICKSTORM|BS2005|BabyShark|Backdoor.Oldrea|Bisonal|Bumblebee|CORESHELL|Carbanak|ChChes|Chaes|CharmPower|Cobalt Strike|Cobian RAT|CreepySnail|DarkWatchman|Daserf|Denis|Dipsind|DnsSystem|Ebury|Elise|Emotet|Felismus|Flagpro|Fysbis|GLASSTOKEN|Gomir|Gootloader|GrimAgent|HOPLIGHT|Helminth|Ixeshe|JHUHUGIT|KONNI|Kapeka|Kazuar|Kessel|Kevin|Latrodectus|LockBit 3.0|LunarWeb|Machete|Mafalda|Mango|Manjusaka|MechaFlounder|Mis-Type|Misdat|Mongall|More_eggs|Mori|OSX_OCEANLOTUS.D|Octopus|Okrum|OopsIE|PHPsert|POWERSTATS|POWRUNER|PULSECHECK|Pikabot|PingPull|Pisloader|PowerShower|Prikormka|QUADAGENT|QUIETCANARY|QakBot|RDAT|Ramsay|RedLine Stealer|Revenge RAT|RogueRobin|RotaJakiro|RustyWater|S-Type|SLIGHTPULSE|SMOKEDHAM|STARWHALE|STEADYPULSE|SUNBURST|Saint Bot|Samurai|Sardonic|SeaDuke|SideTwist|Solar|Spark|SpeakUp|Squirrelwaffle|StrelaStealer|Stuxnet|SysUpdate|TAMECAT|Torisma|TrickBot|Troll Stealer|UPPERCUT|Valak|WARPWIRE|WIREFIRE|WellMess|Zebrocy|down_new|gh0st RAT|njRAT|xCaon
T1132.002,,,BACKSPACE|Bankshot|CHIMNEYSWEEP|Cyclops Blink|HTTPTroy|InvisiMole|Lizar|Neo-reGeorg|NightClub|Ninja|OceanSalt|PowGoop|RDAT|ShadowPad|Small Sieve|TONESHELL|Uroburos
T1133,,,Doki|Hildegard|Kinsing|Linux Rabbit|Mafalda
T1134,,,AppleSeed|BlackCat|Cuba|Duqu|Gelsemium|HermeticWiper|Hydraq|KillDisk|Mafalda|MegaCortex|Qilin|Ryuk|SUNSPOT|Sagerunex|SslMM
T1134.001,,,Aria-body|BADHATCH|BitPaymer|Cobalt Strike|Emotet|FinFisher|Fooder|Havoc|LP-Notes|Okrum|REvil|Shamoon|Siloscape|Stuxnet|Tarrask
T1134.002,,,Aria-body|Azorult|Bankshot|KONNI|PipeMon|REvil|TONESHELL|WhisperGate|ZxShell
T1134.003,,,Cobalt Strike|Mafalda
T1134.004,,,Cobalt Strike|DarkGate|KONNI|PipeMon
T1135,,,Akira|Avaddon|AvosLocker|BADHATCH|Babuk|Bad Rabbit|Bazar|BitPaymer|BlackByte 2.0 Ransomware|BlackByte Ransomware|BlackCat|Clambling|Clop|Cobalt Strike|Conti|Cuba|DEATHRANSOM|DUSTTRAP|Diavol|Embargo|Emotet|FIVEHANDS|Flagpro|HELLOKITTY|INC Ransomware|IcedID|InvisiMole|KOPILUWAK|Kwampirs|Latrodectus|LockBit 2.0|LockBit 3.0|LunarWeb|MURKYTOP|Medusa Ransomware|OSInfo|Olympic Destroyer|PlugX|QakBot|Qilin|QuietSieve|Ramsay|RansomHub|Royal|Sardonic|ShimRat|Stuxnet|TrickBot|WastedLocker|WhisperGate|Zebrocy
T1136,,,LockBit 2.0
T1136.001,,,Calisto|Carbanak|DarkGate|Flame|GoldenSpy|HiddenWasp|Hildegard|Mis-Type|S-Type|SMOKEDHAM|ServHelper|ZxShell
T1137.001,,,BackConfig|Cobalt Strike|ROAMINGHOUSE
T1137.006,,,Bisonal|LunarLoader|LunarMail
T1140,,,ABK|ANELLDR|Action RAT|Agent Tesla|Amadey|Apostle|AppleJeus|AppleSeed|Aria-body|AshTag|Astaroth|AuditCred|Avaddon|Avenger|AvosLocker|Azorult|BADFLICK|BBK|BBSRAT|BLINDINGCAN|BOOKWORM|BOOSTWRITE|BRICKSTORM|BRUSHFIRE|BUSHWALK|Babuk|BabyShark|BackConfig|Bandook|Bankshot|Bazar|BendyBear|Bisonal|BlackByte Ransomware|BoomBox|Bumblebee|Bundlore|CASTLETAP|CHIMNEYSWEEP|CLAIMLOADER|COATHANGER|Caminho|Carbon|Cardinal RAT|Chaes|CharmPower|Chinoxy|Chrommme|Clambling|Clop|Cobalt Strike|CoinTicker|ComRAT|Conti|CookieMiner|CorKLOG|CostaBricks|Crimson|Cuckoo Stealer|Cyclops Blink|DDKONG|DEADEYE|DEADWOOD|DOWNIISSA|DUSTPAN|DUSTTRAP|DanBot|DarkGate|DarkTortilla|DarkWatchman|Denis|DropBook|Drovorub|Dtrack|Dyre|Ebury|Ecipekac|Egregor|Embargo|Emotet|EnvyScout|Exaramel for Linux|Exbyte|FIVEHANDS|FRAMESTING|FYAnti|FatDuke|FinFisher|Final1stspy|FoggyWeb|Fooder|GLASSTOKEN|Gelsemium|GlassWorm|GoldMax|Goopy|Gootloader|Grandoreiro|Green Lambert|GrimAgent|HTTPTroy|HUI Loader|Hancitor|HeartCrypt|HermeticWiper|HexEval Loader|Heyoka Backdoor|HiddenFace|HiddenWasp|Hildegard|HyperBro|INC Ransomware|ISMInjector|IceApple|Industroyer|InvisiMole|InvisibleFerret|IronWind|KEYPLUG|KGH_SPY|KOCTOPUS|KONNI|Kapeka|Kerrdown|Kessel|Kobalos|Kwampirs|LAMEHUG|LIGHTWIRE|LP-Notes|Latrodectus|LightNeuron|Line Dancer|LiteDuke|Lizar|LockBit 2.0|LockBit 3.0|Lokibot|LookBack|Lucifer|Lumma Stealer|LunarLoader|LunarMail|LunarWeb|MESSAGETAP|MOPSLED|MacMa|Machete|Mafalda|MagicRAT|Medusa Ransomware|MegaCortex|Metamorfo|MirageFox|Mispadu|Mongall|More_eggs|Mori|MuddyViper|NOKKI|NOOPLDR|NativeZone|Netwalker|Nightdoor|Ninja|ODAgent|OSX/Shlayer|OSX_OCEANLOTUS.D|OilBooster|Okrum|OnionDuke|OopsIE|P.A.S. Webshell|PHASEJAM|PHPsert|PITSTOP|POWERSTATS|PS1|PUBLOAD|PUNCHBUGGY|Pikabot|Pillowmint|PingPull|PipeMon|PlugX|PoetRAT|PolyglotDuke|PowGoop|PowerExchange|PowerLess|Proton|Pteranodon|PureCrypter|PyDCrypt|QUADAGENT|QUIETCANARY|QakBot|RAPIDPULSE|RDAT|REPTILE|REvil|RGDoor|RIFLESPINE|ROADSWEEP|ROAMINGHOUSE|ROKRAT|Raccoon Stealer|Raindrop|RainyDay|Ramsay|RansomHub|Raspberry Robin|RedLine Stealer|RegDuke|Remexi|Rising Sun|RogueRobin|RotaJakiro|RustyWater|SDBbot|SLIGHTPULSE|SPAWNCHIMERA|SQLRat|STEADYPULSE|SUNSPOT|Sagerunex|Saint Bot|SampleCheck5000|Sardonic|ShadowPad|Shamoon|Shark|SharpStage|ShimRat|Sibot|SideTwist|Siloscape|Skidmap|Smoke Loader|Snip3|SombRAT|SoreFang|Spark|Spica|SplatDropper|Squirrelwaffle|StarProxy|Starloader|StealBit|StrelaStealer|Stuxnet|SysUpdate|SystemBC|TEARDROP|THINCRUST|TONESHELL|TSCookie|TYPEFRAME|Taidoor|ThreatNeedle|Torisma|TrickBot|Tsundere Botnet|Turian|UPSTYLE|Uroburos|Ursnif|VERMIN|Valak|VaporRage|Volgmer|WIREFIRE|WarzoneRAT|WastedLocker|Waterbear|WellMail|WellMess|WhisperGate|WindTail|Winnti for Linux|Winnti for Windows|Woody RAT|XLoader|XORIndex Loader|YAHOYAH|Zebrocy|ZeroT|Zeus Panda|ZxxZ|gh0st RAT|metaMain|xCaon
T1176.001,,,Bundlore|Grandoreiro|Lumma Stealer|Mispadu|OSX/Shlayer|TRANSLATEXT
T1185,,,Agent Tesla|Carberp|Chaes|Cobalt Strike|Dridex|Grandoreiro|IcedID|Melcoz|QakBot|TRANSLATEXT|TrickBot|Ursnif|XLoader
T1187,,,EnvyScout
T1189,,,Bad Rabbit|Bundlore|Grandoreiro|IcedID|KARAE|LoudMiner|POORAIM|REvil|Snip3|SocGholish
T1190,,,BOLDMOVE|COATHANGER|Qilin|Siloscape|SoreFang|ZxShell
T1195,,,Lumma Stealer|Raccoon Stealer
T1195.001,,,BeaverTail|GlassWorm|Shai-Hulud|Tsundere Botnet|XCSSET
T1195.002,,,CCBkdr|GoldenSpy|SUNSPOT
T1197,,,Bazar|Cobalt Strike|Egregor|JPIN|MarkiRAT|ProLock|UBoatRAT
T1201,,,Kwampirs
T1202,,,Revenge RAT
T1203,,,Agent Tesla|Bankshot|Cobalt Strike|DealersChoice|EvilBunny|HAWKBALL|InvisiMole|Ramsay|SUPERNOVA|SpeakUp|VersaMem|Woody RAT|XLoader|Xbash
T1204,,,Lumma Stealer|Raspberry Robin
T1204.001,,,AppleJeus|BackConfig|Bazar|Bumblebee|Emotet|Gootloader|Grandoreiro|GuLoader|Hancitor|Javali|KOCTOPUS|Kerrdown|Latrodectus|Melcoz|NETWIRE|ObliqueRAT|OutSteel|PLEAD|Pony|QakBot|Qilin|ROAMINGHOUSE|SMOKEDHAM|Saint Bot|Snip3|SocGholish|SpicyOmelette|Squirrelwaffle|TSCookie
T1204.002,,,Agent Tesla|AppleJeus|AppleSeed|AshTag|Astaroth|BADFLICK|BLINDINGCAN|Bad Rabbit|Bandook|BeaverTail|Bisonal|Black Basta|BoomBox|Bumblebee|Bundlore|CLAIMLOADER|Cardinal RAT|Chaes|Clambling|DanBot|DarkGate|DarkTortilla|Disco|DnsSystem|Dridex|Emotet|EnvyScout|Flagpro|Grandoreiro|GuLoader|HIUPAN|Hancitor|Havoc|Heyoka Backdoor|IcedID|InvisiMole|JCry|JSS Loader|Javali|KGH_SPY|KOCTOPUS|KONNI|KOPILUWAK|Kerrdown|LAMEHUG|LODEINFO|Latrodectus|Lokibot|Lumma Stealer|LunarMail|Mango|Metamorfo|Mispadu|Mongall|NETWIRE|NativeZone|Ninja|OSX/Shlayer|Octopus|OutSteel|PLEAD|PlugX|PoetRAT|Pony|QakBot|Qilin|REvil|ROAMINGHOUSE|ROKRAT|RTM|Ramsay|RedLine Stealer|Rifdoor|RustyWater|SQLRat|STARWHALE|STATICPLUGIN|SUGARDUMP|SVCReady|SYSCON|Saint Bot|Snip3|Squirrelwaffle|StrelaStealer|StrongPity|TYPEFRAME|Taidoor|ThreatNeedle|TrickBot|Valak|WarzoneRAT|Woody RAT|ZxxZ
T1204.004,,,Havoc
T1205,,,BRUSHFIRE|BUSHWALK|Chaos|J-magic|Kobalos|PUBLOAD|Pandora|Penquin|REPTILE|Ryuk|SYNful Knock|TONESHELL|TRANSLATEXT|Umbreon|Uroburos|Winnti for Linux|ZIPLINE
T1205.001,,,Mafalda|REPTILE|cd00r|metaMain
T1205.002,,,BPFDoor|CASTLETAP|PITSTOP|Penquin
T1210,,,Bad Rabbit|Conficker|Emotet|Flame|InvisiMole|Lucifer|NotPetya|QakBot|Stuxnet|TrickBot|WannaCry
T1213,,,Raccoon Stealer|Troll Stealer
T1213.003,,,GlassWorm|Shai-Hulud
T1213.006,,,GlassWorm|MgBot|P.A.S. Webshell
T1217,,,BeaverTail|Calisto|Cuckoo Stealer|DarkWatchman|Dtrack|GlassWorm|LightSpy|Lizar|Lumma Stealer|Machete|Mafalda|Mispadu|MobileOrder|PowerLess|RedLine Stealer|SUGARDUMP|Troll Stealer
T1218.001,,,Astaroth
T1218.002,,,InvisiMole|Reaver
T1218.003,,,CHIMNEYSWEEP|LockBit 3.0
T1218.004,,,Chaes|Saint Bot|WhisperGate
T1218.005,,,BabyShark|Lumma Stealer|Metamorfo|NanHaiShu|POWERSTATS|Pteranodon|Revenge RAT|Sibot|Xbash
T1218.007,,,AppleJeus|Chaes|Clop|DEADEYE|DOWNIISSA|Duqu|FlawedAmmyy|Grandoreiro|IcedID|Javali|Latrodectus|LoudMiner|Maze|Melcoz|Metamorfo|Mispadu|QakBot|RCSession|Ragnar Locker|Raspberry Robin|RedLine Stealer|Tsundere Botnet
T1218.008,,,Bumblebee|Raspberry Robin
T1218.009,,,Agent Tesla
T1218.010,,,AppleSeed|Astaroth|Derusbi|Dridex|EVILNUM|Egregor|Emotet|HermeticWizard|Hi-Zor|More_eggs|Mori|Orz|QakBot|Ragnar Locker|Raspberry Robin|RogueRobin|Saint Bot|Squirrelwaffle|TONESHELL|Valak|Xbash
