technique_id,technique_name,tactic,families
T1036.010,,,Flame|ServHelper
T1036.011,,,BPFDoor
T1036.012,,,FatDuke
T1037,,,RotaJakiro|SPAWNCHIMERA|VIRTUALPITA
T1037.001,,,Attor|JHUHUGIT|KGH_SPY|Zebrocy
T1037.004,,,Cyclops Blink|Green Lambert|HiddenWasp|iKitten
T1037.005,,,jRAT
T1039,,,BADNEWS|CosmicDuke|Egregor|Ramsay
T1040,,,CASTLETAP|Emotet|FoggyWeb|J-magic|JumbledPath|Line Dancer|MESSAGETAP|Penquin|Regin|SPAWNCHIMERA|VersaMem|cd00r
T1041,,,ADVSTORESHELL|Amadey|AppleJeus|AppleSeed|AshTag|Astaroth|Attor|AuTo Stealer|BACKSPACE|BADHATCH|BLINDINGCAN|BLUELIGHT|BRICKSTORM|Bandook|Bankshot|BeaverTail|Bisonal|BoxCaon|Bumblebee|CHIMNEYSWEEP|CallMe|Cannon|Carberp|Caterpillar WebShell|CharmPower|Chrommme|CreepySnail|Crimson|Crutch|Cuckoo Stealer|Cyclops Blink|DUSTTRAP|DarkGate|DnsSystem|Doki|Drovorub|DustySky|Dyre|EVILNUM|Ebury|Emotet|Flagpro|FlawedAmmyy|FoggyWeb|FunnyDream|GoldMax|GoldenSpy|Goopy|Grandoreiro|GrimAgent|HAWKBALL|HOPLIGHT|HTTPTroy|HexEval Loader|HotCroissant|IPsec Helper|IceApple|Industroyer|InvisibleFerret|KGH_SPY|KONNI|KOPILUWAK|Kessel|Kevin|LAMEHUG|LODEINFO|Latrodectus|LightNeuron|LightSpy|Line Dancer|Line Runner|LitePower|Lokibot|Lumma Stealer|LunarMail|MacMa|Machete|Mafalda|MagicRAT|Mango|Manjusaka|MarkiRAT|MechaFlounder|Metamorfo|Mis-Type|Misdat|Mispadu|MobileOrder|Mongall|MuddyViper|NETEAGLE|NightClub|ODAgent|Octopus|OilBooster|Okrum|OopsIE|OutSteel|PHASEJAM|Penquin|Pikabot|PingPull|PlugX|PoetRAT|PowerExchange|PowerShower|Proxysvc|Psylo|Pteranodon|QakBot|RDAT|REvil|ROKRAT|Raccoon Stealer|RedLine Stealer|Remexi|Rising Sun|RotaJakiro|S-Type|SDBbot|SLOTHFULMEDIA|SMOKEDHAM|STARWHALE|SUGARDUMP|SVCReady|Sagerunex|Shai-Hulud|Shark|SharpDisco|ShrinkLocker|SideTwist|Solar|SombRAT|Spark|Squirrelwaffle|StrelaStealer|StrifeWater|StrongPity|Stuxnet|SysUpdate|TRANSLATEXT|TajMahal|ThiefQuest|Tomiris|Torisma|TrickBot|Troll Stealer|Ursnif|Valak|WarzoneRAT|Woody RAT|XCSSET|XORIndex Loader|ZLib|Zebrocy|metaMain|njRAT
T1046,,,BADHATCH|Backdoor.Oldrea|BlackByte Ransomware|BlackEnergy|Caterpillar WebShell|China Chopper|Cobalt Strike|Conficker|HDoor|HermeticWizard|Hildegard|Industroyer|InvisiMole|LightSpy|Lucifer|MURKYTOP|MgBot|P.A.S. Webshell|Pysa|Ramsay|Remsec|Royal|SpeakUp|XTunnel|Xbash|ZxShell
T1047,,,Action RAT|Agent Tesla|Akira|AshTag|Astaroth|Avaddon|BADHATCH|Bazar|Black Basta|BlackCat|BlackEnergy|Bumblebee|CharmPower|Cobalt Strike|DEATHRANSOM|DarkGate|DarkTortilla|DarkWatchman|DustySky|EKANS|EVILNUM|Emotet|EvilBunny|FELIXROOT|FIVEHANDS|FlawedAmmyy|FunnyDream|GravityRAT|HALFBAKED|HELLOKITTY|HOPLIGHT|HermeticWizard|IMAPLoader|INC Ransomware|IcedID|KOMPROGO|Kazuar|LAMEHUG|LODEINFO|Latrodectus|LockBit 2.0|Lucifer|LunarWeb|Maze|Meteor|Micropsia|MoleNet|Mosquito|Netwalker|NotPetya|Octopus|Olympic Destroyer|OopsIE|POWERSTATS|POWRUNER|PUBLOAD|ProLock|PyDCrypt|QakBot|Qilin|RATANKBA|REvil|ROAMINGHOUSE|Raspberry Robin|Remexi|RogueRobin|SUNBURST|SVCReady|Sardonic|SharpStage|ShrinkLocker|Sibot|Snip3|SocGholish|StoneDrill|Stuxnet|SysUpdate|TAMECAT|TONESHELL|Ursnif|Valak|WannaCry|Zebrocy|jRAT
T1048,,,Bundlore|Chaes|FrameworkPOS|Hydraq|Kobalos|PoetRAT
T1048.002,,,BRUSHFIRE|IcedID
T1048.003,,,Agent Tesla|Brave Prince|CORALDECK|Carbon|CharmPower|Cherry Picker|CookieMiner|CosmicDuke|Dok|InvisibleFerret|KONNI|Kessel|PUBLOAD|PoetRAT|Remsec|SocGholish|WARPWIRE|WindTail|ccf32
T1049,,,Aria-body|BADHATCH|Babuk|BlackEnergy|Carbon|Cobalt Strike|Comnie|Conti|Cuba|Dtrack|Duqu|Egregor|Epic|Flagpro|GravityRAT|KONNI|KOPILUWAK|Kwampirs|Lizar|Lucifer|LunarWeb|MESSAGETAP|Mafalda|Maze|NETWIRE|OSInfo|Okrum|POWRUNER|PUBLOAD|PlugX|PyDCrypt|QakBot|RATANKBA|Ramsay|RedLeaves|Remsec|SHOTPUT|SLOTHFULMEDIA|Sardonic|Sibot|SpeakUp|Sykipot|Torisma|Trojan.Karagany|USBferry|Volgmer|Waterbear|Zebrocy|jRAT
T1052.001,,,Agent.btz|Machete|Remsec|SPACESHIP|USBStealer
T1053,,,Lokibot
T1053.002,,,MURKYTOP
T1053.003,,,Anchor|Exaramel for Linux|GoldMax|Gomir|Janicab|Kinsing|NETWIRE|NKAbuse|Penquin|Skidmap|SpeakUp|Xbash
T1053.005,,,Agent Tesla|Anchor|Apostle|AppleJeus|AshTag|Attor|BADHATCH|BADNEWS|BONDUPDATER|BabyShark|BackConfig|Bad Rabbit|Bazar|BlackByte Ransomware|Bumblebee|CHIMNEYSWEEP|CLAIMLOADER|Carbon|ComRAT|CorKLOG|CosmicDuke|CozyCar|Crutch|DanBot|DarkWatchman|Disco|Dridex|Duqu|Dyre|Embargo|Emotet|EvilBunny|GRIFFON|Gazer|GoldMax|Goopy|GravityRAT|GrimAgent|Helminth|HermeticWiper|HiddenFace|HotCroissant|IMAPLoader|ISMInjector|IcedID|InvisiMole|JHUHUGIT|JSS Loader|Kapeka|Latrodectus|LitePower|LockBit 2.0|Lokibot|Lucifer|Machete|MagicRAT|Mango|Matryoshka|Maze|Meteor|Milan|MuddyViper|MultiLayer Wiper|NETWIRE|Nightdoor|NotPetya|Okrum|OopsIE|POWERSTATS|POWRUNER|PUBLOAD|PlugX|Prestige|Pteranodon|PureCrypter|QUADAGENT|QakBot|Qilin|RTM|RainyDay|Ramsay|RedLine Stealer|Remexi|RemoteCMD|Remsec|Revenge RAT|Ryuk|SQLRat|SUGARDUMP|SVCReady|Saint Bot|SameCoin|ServHelper|Shamoon|SharpDisco|SharpStage|Sibot|Smoke Loader|Solar|SoreFang|Spica|StrifeWater|Stuxnet|SystemBC|TONESHELL|Tarrask|Tomiris|TrickBot|Valak|XLoader|Zebrocy|ZxxZ|ccf32|yty|zwShell
T1055,,,ABK|ANDROMEDA|Agent Tesla|Attor|AuditCred|Avenger|BADHATCH|BBK|Backdoor.Oldrea|Bazar|BlackByte 2.0 Ransomware|Bumblebee|COATHANGER|Cardinal RAT|Clambling|Cobalt Strike|CostaBricks|DOWNIISSA|DUSTTRAP|Dyre|Egregor|Gazer|GuLoader|HOPLIGHT|HiddenFace|HyperBro|InvisiMole|JHUHUGIT|JPIN|LODEINFO|Lizar|Mis-Type|Mispadu|NETWIRE|NOOPLDR|NavRAT|Ninja|Pandora|PureCrypter|QakBot|REvil|ROKRAT|Ryuk|SLOTHFULMEDIA|ShadowPad|Smoke Loader|StoneDrill|TSCookie|TrickBot|WarzoneRAT|Waterbear|Wiarp|Wingbird|Woody RAT|gh0st RAT|metaMain
T1055.001,,,Aria-body|BADHATCH|BlackEnergy|Bumblebee|Carberp|Carbon|Cobalt Strike|ComRAT|Conti|DarkTortilla|Derusbi|Duqu|Dyre|Elise|Emissary|Emotet|FinFisher|FunnyDream|Gelsemium|Get2|HIDEDRV|Havoc|Heyoka Backdoor|Kazuar|Lizar|Matryoshka|Maze|MegaCortex|Metamorfo|Mongall|Netwalker|PS1|PipeMon|PoisonIvy|Qilin|RARSTONE|RATANKBA|Ramsay|Remsec|SDBbot|Sagerunex|Saint Bot|ShadowPad|Socksbot|SombRAT|Stuxnet|Sykipot|TONESHELL|Taidoor|TajMahal|Uroburos|ZxShell
T1055.002,,,Carbanak|DUSTPAN|Gootloader|GreyEnergy|Havoc|InvisiMole|Lizar|Pikabot|RustyWater|SPAWNCHIMERA|Zeus Panda
T1055.003,,,Gazer|Pikabot|Trojan.Karagany|Waterbear
T1055.004,,,Attor|BADHATCH|Bumblebee|Carberp|HeartCrypt|IcedID|InvisiMole|Pillowmint|Saint Bot|Sardonic|TURNEDUP|XLoader
T1055.005,,,CANONSTAGER|Ursnif
T1055.008,,,PACEMAKER
T1055.011,,,Epic|Power Loader
T1055.012,,,Agent Tesla|Astaroth|Azorult|BADNEWS|BBSRAT|Bandook|Bazar|Caminho|Clambling|Cobalt Strike|DarkGate|Denis|Dtrack|Duqu|Emotet|Gootloader|HeartCrypt|ISMInjector|IcedID|Lokibot|Lumma Stealer|NETWIRE|Orz|QakBot|RCSession|Raspberry Robin|Saint Bot|Smoke Loader|Snip3|TRAILBLAZE|TrickBot|Ursnif|WhisperGate|Woody RAT|XLoader
T1055.013,,,Bazar|SynAck
T1055.015,,,InvisiMole
T1056,,,Chaes|FlawedAmmyy|InvisibleFerret|Kobalos|Mafalda|metaMain
T1056.001,,,ADVSTORESHELL|Agent Tesla|AppleSeed|Astaroth|Attor|BADNEWS|BISCUIT|BOOKWORM|BabyShark|BadPatch|Bandook|BlackEnergy|CHIMNEYSWEEP|CHOPSTICK|Cadelspy|Carbanak|Cardinal RAT|Catchamas|Clambling|Cobalt Strike|Cobian RAT|CorKLOG|CosmicDuke|Crimson|Cuba|DOGCALL|DRYHOOK|DUSTTRAP|DarkComet|DarkGate|DarkTortilla|DarkWatchman|Daserf|Derusbi|Dtrack|Duqu|DustySky|ECCENTRICBANDWAGON|EvilGrab|Explosive|FakeM|FlawedAmmyy|FunnyDream|Fysbis|Grandoreiro|GreyEnergy|HTTPBrowser|Helminth|HexEval Loader|InvisiMole|InvisibleFerret|JPIN|KGH_SPY|KONNI|Kasidet|KeyBoy|Kivars|LODEINFO|Lokibot|MacMa|MacSpy|Machete|MarkiRAT|Matryoshka|Metamorfo|MgBot|Micropsia|Mispadu|MoonWind|NETWIRE|NanoCore|NavRAT|NetTraveler|NightClub|Okrum|OwaAuth|PAKLOG|Peppy|PlugX|PoetRAT|PoisonIvy|PowerLess|Prikormka|Proton|QakBot|RCSession|ROKRAT|RTM|Regin|Remexi|Remsec|Revenge RAT|Rover|RunningRAT|SLOTHFULMEDIA|SMOKEDHAM|SslMM|Sykipot|TONESHELL|TajMahal|ThiefQuest|TinyZBot|Trojan.Karagany|Unknown Logger|VERMIN|WarzoneRAT|XAgentOSX|XLoader|Zeus Panda|ZxShell|gh0st RAT|jRAT|metaMain|njRAT|yty
T1056.002,,,Bundlore|Calisto|Cuckoo Stealer|Dok|Keydnap|LP-Notes|Metamorfo|Mispadu|MuddyViper|Proton|XCSSET|iKitten
T1056.003,,,IceApple|WARPWIRE
T1056.004,,,Carberp|FinFisher|NOKKI|RDFSNIFFER|TrickBot|Ursnif|VersaMem|Zebrocy|Zeus Panda|ZxShell
T1057,,,4H RAT|ADVSTORESHELL|Agent Tesla|Akira|Apostle|AppleSeed|Aria-body|AshTag|Astaroth|Avaddon|Avenger|AvosLocker|Azorult|BACKSPACE|BADHATCH|BBSRAT|BISCUIT|BLACKCOFFEE|BLUELIGHT|BRICKSTORM|Babuk|BabyShark|Backdoor.Oldrea|Bad Rabbit|Bankshot|Bazar|Bisonal|BlackEnergy|Bonadan|Brave Prince|Bumblebee|Bundlore|CHIMNEYSWEEP|COATHANGER|CaddyWiper|Cannon|Carbanak|Carberp|Carbon|Cardinal RAT|Caterpillar WebShell|ChChes|CharmPower|Clambling|Clop|Cobalt Strike|Comnie|Conti|Crimson|Cuba|Cuckoo Stealer|Cyclops Blink|DRATzarus|DUSTTRAP|Dacls|DarkComet|DarkGate|DarkTortilla|Derusbi|Diavol|Doki|Dtrack|Duqu|DustySky|EKANS|ELMER|Elise|Embargo|Emotet|Epic|EvilBunny|FELIXROOT|FatDuke|FinFisher|Final1stspy|Flagpro|FoggyWeb|FrameworkPOS|FruitFly|FunnyDream|Fysbis|Gelsemium|GeminiDuke|Get2|Gold Dragon|Goopy|Grandoreiro|GravityRAT|HALFBAKED|HELLOKITTY|HIUPAN|Havoc|Helminth|Heyoka Backdoor|HiddenFace|HotCroissant|Hydraq|INC Ransomware|IPsec Helper|Industroyer2|InvisiMole|InvisibleFerret|Ixeshe|JHUHUGIT|JPIN|Javali|KEYMARBLE|KONNI|KOPILUWAK|Kasidet|Kazuar|KillDisk|Kinsing|Komplex|Kwampirs|LAMEHUG|LODEINFO|LP-Notes|Latrodectus|LightSpy|Linfo|Lizar|LockBit 2.0|LockBit 3.0|LookBack|LoudMiner|Lucifer|LunarWeb|MacMa|Machete|Mafalda|MarkiRAT|Maze|Medusa Ransomware|Megazord|Metamorfo|Meteor|MgBot|Mispadu|MobileOrder|MoonWind|Mosquito|MuddyViper|NETEAGLE|NETWIRE|NKAbuse|NavRAT|Nebulae|NightClub|Nightdoor|Ninja|ObliqueRAT|OceanSalt|Orz|OutSteel|P8RAT|PAKLOG|PLAINTEE|PLEAD|POORAIM|POWERSTATS|POWRUNER|PUBLOAD|Pandora|Pasam|Pillowmint|PipeMon|PlugX|PoetRAT|PowerDuke|PowerShower|PowerStallion|Proxysvc|PureCrypter|QakBot|Qilin|RATANKBA|RCSession|ROKRAT|RTM|RainyDay|Ramsay|RansomHub|Raspberry Robin|Remsec|Rising Sun|RogueRobin|RotaJakiro|Royal|Ryuk|SDBbot|SHOTPUT|SLOTHFULMEDIA|SPAWNCHIMERA|SUNBURST|SUNSPOT|SVCReady|SYSCON|Sagerunex|Saint Bot|Sardonic|Seasalt|ShadowPad|ShrinkLocker|Skidmap|SocGholish|Socksbot|SodaMaster|SombRAT|SoreFang|StreamEx|StrongPity|Sykipot|SynAck|SysUpdate|SystemBC|TAINTEDSCRIBE|TONESHELL|TRAILBLAZE|TSCookie|Taidoor|TajMahal|ThiefQuest|TrickBot|Trojan.Karagany|UBoatRAT|UPSTYLE|USBferry|Uroburos|Ursnif|VERMIN|Valak|Volgmer|WINERACK|WarzoneRAT|Waterbear|WinMM|Winnti for Windows|Woody RAT|XAgentOSX|ZIPLINE|Zebrocy|Zeus Panda|Zox|ZxShell|ZxxZ|down_new|gh0st RAT|iKitten|jRAT|macOS.OSAMiner|metaMain|njRAT|yty
T1059,,,Bandook|Bonadan|CHOPSTICK|DarkComet|FIVEHANDS|Get2|Kessel|Matryoshka|MuddyViper|NICECURL|P.A.S. Webshell|Raspberry Robin|SLIGHTPULSE|SpeakUp|StarProxy|VersaMem|WINERACK|ZeroCleare|Zeus Panda|gh0st RAT
T1059.001,,,Akira|AppleSeed|AutoIt backdoor|BADHATCH|BONDUPDATER|Bandook|Bazar|Black Basta|Bumblebee|CHIMNEYSWEEP|CharmPower|Clambling|Cobalt Strike|ComRAT|CreepyDrive|CreepySnail|Cuba|DarkGate|DarkWatchman|Denis|DownPaper|Egregor|Emotet|FatDuke|Ferocious|FlawedAmmyy|GLASSTOKEN|GRIFFON|Gootloader|HALFBAKED|HAMMERTOSS|Hancitor|Havoc|Helminth|IPsec Helper|InvisibleFerret|JCry|JSS Loader|KGH_SPY|KOCTOPUS|KONNI|KeyBoy|LP-Notes|LazyWiper|LitePower|Lizar|LockBit 2.0|LockBit 3.0|Lokibot|Lumma Stealer|LunarWeb|Mafalda|Medusa Ransomware|Meteor|MoleNet|Mosquito|MuddyViper|NETWIRE|Netwalker|OSX_OCEANLOTUS.D|POSHSPY|POWERSOURCE|POWERSTATS|POWERTON|POWRUNER|PS1|PUNCHBUGGY|Pillowmint|PowGoop|PowerExchange|PowerLess|PowerPunch|PowerShower|PowerStallion|Prestige|PureCrypter|PyDCrypt|Pysa|QUADAGENT|QakBot|Qilin|RATANKBA|REvil|RansomHub|RegDuke|Revenge RAT|RogueRobin|SHARPSTATS|SMOKEDHAM|SQLRat|Saint Bot|Sardonic|SeaDuke|ServHelper|Shai-Hulud|SharpStage|ShrinkLocker|Snip3|Socksbot|Spica|Squirrelwaffle|StrelaStealer|StrongPity|SystemBC|TAMECAT|TRANSLATEXT|TrickBot|Troll Stealer|Tsundere Botnet|Ursnif|Valak|WarzoneRAT|WellMess|WhisperGate|Woody RAT|Xbash|ZeroCleare|Zeus Panda|njRAT
T1059.002,,,Bundlore|Cuckoo Stealer|Dok|GlassWorm|ThiefQuest|macOS.OSAMiner
T1059.003,,,4H RAT|ABK|ADVSTORESHELL|Action RAT|Akira|Anchor|Astaroth|AuTo Stealer|AuditCred|BACKSPACE|BADHATCH|BADNEWS|BBK|BISCUIT|BLACKCOFFEE|BLINDINGCAN|BONDUPDATER|Babuk|BabyShark|BackConfig|Bandook|Bankshot|Bazar|Bisonal|Black Basta|BlackCat|BlackMould|BoxCaon|Bumblebee|CALENDAR|CARROTBAT|Carbanak|Cardinal RAT|Caterpillar WebShell|Chaes|CharmPower|China Chopper|Clambling|Clop|Cobalt Strike|Cobian RAT|CoinTicker|ComRAT|Comnie|Conti|CozyCar|Crimson|Cuba|DEADEYE|DUSTTRAP|DanBot|DarkComet|DarkGate|DarkTortilla|DarkWatchman|Daserf|DealersChoice|Denis|Dipsind|DnsSystem|DownPaper|DropBook|Dtrack|ECCENTRICBANDWAGON|Egregor|Embargo|Emissary|Emotet|EnvyScout|EvilBunny|Exaramel for Windows|FELIXROOT|Felismus|Flagpro|FlawedAmmyy|FunnyDream|Gelsemium|Gold Dragon|GoldMax|GoldenSpy|Goopy|GravityRAT|GreyEnergy|GrimAgent|H1N1|HARDRAIN|HAWKBALL|HOMEFRY|HOPLIGHT|HTTPBrowser|HTTPTroy|Hannotog|Havoc|HeartCrypt|Helminth|HermeticWiper|HermeticWizard|Hi-Zor|HiddenWasp|Hikit|HotCroissant|IPsec Helper|InnaputRAT|InvisiMole|IronWind|Ixeshe|JCry|JHUHUGIT|JPIN|KEYMARBLE|KGH_SPY|KOCTOPUS|KOMPROGO|KONNI|Kapeka|Kasidet|Kazuar|Kevin|KeyBoy|LAMEHUG|Latrodectus|LightNeuron|Linfo|Lizar|LockBit 2.0|Lokibot|LookBack|LoudMiner|Lucifer|LunarWeb|MURKYTOP|Mafalda|MagicRAT|Manjusaka|MarkiRAT|Maze|MechaFlounder|Medusa Ransomware|MegaCortex|Megazord|Metamorfo|Meteor|Micropsia|Milan|MirageFox|Mis-Type|Misdat|Mivast|MoleNet|MoonWind|More_eggs|Mosquito|MuddyViper|MultiLayer Wiper|NETEAGLE|NETWIRE|NanoCore|NavRAT|Nebulae|Netwalker|Nightdoor|ODAgent|OceanSalt|OilBooster|Okrum|OopsIE|Orz|OutSteel|PHOREAL|PLAINTEE|PLEAD|POWRUNER|PUBLOAD|Peppy|Pikabot|PingPull|Pisloader|PlugX|PoetRAT|PoisonIvy|Pony|PowerDuke|Proxysvc|Pteranodon|PyDCrypt|QUADAGENT|QakBot|Qilin|RATANKBA|RCSession|RDAT|REvil|RGDoor|ROADSWEEP|RTM|Ragnar Locker|RainyDay|RansomHub|Raspberry Robin|RedLeaves|RedLine Stealer|Remexi|Revenge RAT|Rising Sun|RobbinHood|RogueRobin|RunningRAT|Ryuk|S-Type|SDBbot|SEASHARPEE|SLOTHFULMEDIA|SNUGRIDE|SQLRat|STARWHALE|SUGARUSH|SYSCON|Saint Bot|Sakula|SamSam|SampleCheck5000|Samurai|Sardonic|SeaDuke|Seasalt|ServHelper|Seth-Locker|Shark|SharpDisco|SharpStage|ShimRat|SideTwist|Siloscape|Small Sieve|Spark|Squirrelwaffle|StreamEx|StrelaStealer|StrifeWater|SystemBC|TAINTEDSCRIBE|TAMECAT|TDTESS|TEXTMATE|TONESHELL|TSCookie|TURNEDUP|TYPEFRAME|Taidoor|Tarrask|TinyTurla|TinyZBot|TrickBot|Trojan.Karagany|Troll Stealer|Turian|UBoatRAT|UPPERCUT|USBferry|Umbreon|Uroburos|Volgmer|WEBC2|WarzoneRAT|WastedLocker|WellMess|WhisperGate|Wiarp|Woody RAT|XTunnel|ZLib|Zebrocy|Zeus Panda|ZxShell|adbupd|ccf32|hcdLoader|httpclient|jRAT|njRAT|xCaon|zwShell
T1059.004,,,Anchor|AppleJeus|BOLDMOVE|BPFDoor|BRICKSTORM|Bundlore|CASTLETAP|COATHANGER|CallMe|Chaos|CoinTicker|CookieMiner|Cuckoo Stealer|Derusbi|Doki|Drovorub|Ebury|Exaramel for Linux|Fysbis|Gomir|Green Lambert|Hildegard|J-magic|Kazuar|Kinsing|Kobalos|LoudMiner|MacMa|NETWIRE|NKAbuse|OSX/Shlayer|OSX_OCEANLOTUS.D|PACEMAKER|PITSTOP|PULSECHECK|Penquin|Proton|REPTILE|RIFLESPINE|Shai-Hulud|Skidmap|SnappyTCP|Turian|VIRTUALPITA|WindTail|XCSSET|ZIPLINE
T1059.005,,,Astaroth|BabyShark|BackConfig|Bandook|Bisonal|Bumblebee|CHIMNEYSWEEP|Chaes|Cobalt Strike|Comnie|DanBot|DarkGate|Emotet|Exaramel for Windows|Ferocious|Flagpro|Goopy|Grandoreiro|Helminth|IPsec Helper|IcedID|JCry|JSS Loader|Javali|KOCTOPUS|Kerrdown|KeyBoy|Lokibot|LookBack|LunarMail|Melcoz|Metamorfo|Mispadu|NETWIRE|NanHaiShu|NanoCore|OSX_OCEANLOTUS.D|OopsIE|POWERSTATS|PoetRAT|PowerShower|Pteranodon|QUADAGENT|QakBot|REvil|ROKRAT|Ramsay|Remexi|STARWHALE|SUNBURST|SVCReady|Saint Bot|ShrinkLocker|Sibot|Smoke Loader|Snip3|Squirrelwaffle|StoneDrill|SystemBC|TAMECAT|TYPEFRAME|Ursnif|VBShower|WhisperGate|Xbash|jRAT
T1059.006,,,Bandook|Bundlore|Chaes|Cobalt Strike|CoinTicker|CookieMiner|DRYHOOK|DropBook|Ebury|FRAMESTING|InvisibleFerret|KeyBoy|Keydnap|LAMEHUG|Lizar|Lumma Stealer|Machete|MechaFlounder|Neo-reGeorg|PUNCHBUGGY|PoetRAT|PyDCrypt|Pysa|SPAWNCHIMERA|Small Sieve|SpeakUp|THINCRUST|Turian|UPSTYLE|VIRTUALPIE|VIRTUALPITA|reGeorg
T1059.007,,,AppleSeed|AshTag|Astaroth|Avaddon|BeaverTail|BlackByte Ransomware|Bundlore|Chaes|Cobalt Strike|DarkWatchman|EnvyScout|GRIFFON|GlassWorm|Gootloader|HexEval Loader|InvisiMole|JSS Loader|KONNI|KOPILUWAK|Latrodectus|Metamorfo|NanHaiShu|POWERSTATS|QakBot|Shai-Hulud|SocGholish|SpicyOmelette|StrelaStealer|Tsundere Botnet|Valak|WARPWIRE|XORIndex Loader|Xbash|jRAT
T1059.008,,,DRYHOOK|Line Dancer|PHASEJAM
T1059.010,,,DarkGate|Lumma Stealer|Melcoz|OutSteel|XLoader
T1059.011,,,EvilBunny|Line Runner|PoetRAT|RedLine Stealer|Remsec
T1059.012,,,Cheerscrypt|Royal|VIRTUALPIE
T1068,,,BlackByte 2.0 Ransomware|Carberp|Cobalt Strike|CosmicDuke|Embargo|Hildegard|InvisiMole|JHUHUGIT|Pandora|ProLock|Remsec|Siloscape|Stuxnet|Wingbird|XCSSET|ZeroCleare|Zox
T1069,,,Carbon|IcedID|MURKYTOP|Siloscape|TrickBot
T1069.001,,,Caterpillar WebShell|Cobalt Strike|Emissary|Epic|Exbyte|Flagpro|FlawedAmmyy|Gomir|Helminth|JPIN|Kazuar|Kwampirs|LunarWeb|OSInfo|POWRUNER|QakBot|Sys10
T1069.002,,,BADHATCH|BlackCat|Cobalt Strike|Egregor|GRIFFON|Gootloader|Helminth|Kwampirs|LAMEHUG|Latrodectus|OSInfo|POWRUNER|Qilin|REvil|SoreFang|WellMess
T1070,,,BPFDoor|Bankshot|BlackEnergy|DUSTTRAP|DarkWatchman|EVILNUM|Flagpro|FunnyDream|HermeticWiper|IPsec Helper|IronWind|Maze|Metamorfo|MultiLayer Wiper|Neoichor|Orz|Rising Sun|SDBbot|SUNBURST|Sardonic|ShadowPad|Sibot|Stuxnet
T1070.003,,,Hildegard|J-magic|Kobalos
