canonical_name,aliases,classification,description,uuid,source_cluster
Blister,COLORFAKE,malware,"Elastic observed this loader coming with valid code signatures, being used to deploy secondary payloads in-memory.",8ffc1f23-c0a6-4186-b06e-11a72c153722,malpedia.json
BloodAlchemy,,malware,This malware family is the suspected successor to ShadowPad and Deed rat.,ca547f0c-6cd1-4381-bcf1-143dd0798690,malpedia.json
BloodyStealer,,malware,,ecdc0a43-8845-4dc4-a3f0-de2f0142aa4d,malpedia.json
BlueFox,,malware,"BlueFox is a .NET infostealer sold on forums as a Maware-as-a-Service. Its capabilities are those of a classic information stealer, with a focus on cryptocurrency wallets, and file grabber and loader capabilities.",f9f5d767-3460-49f3-94c2-5dd91b341505,malpedia.json
BLUEHAZE,,malware,"Mandiant associates this with UNC4191, this malware is a launcher for NCAT to establish a reverse tunnel.",3dcfef7b-d657-4ac5-b738-ef793237274b,malpedia.json
BLUELIGHT,,malware,"Malware family used to deliver follow up payloads, variants using Microsoft Graph API and Google Web Apps have been observed.",9c5ec440-2bb8-4485-9811-f2fb52cf76e5,malpedia.json
BlueNoroff,,malware,"This family contains the BlueNoroff toolkit used for SWIFT manipulation, as used by the Lazarus activity cluster also referred to as BlueNoroff.",862e9c13-dde6-473e-a816-a7d7043bf73c,malpedia.json
BlueShell,,malware,"According to AhnLab, BlueShell is a backdoor malware developed in Go language, published on Github, and it supports Windows, Linux, and Mac operating systems. Currently, the original Github repository is presumed to have been deleted, but the BlueShell source code can still be obtained from other repositories. It features an explanatory ReadMe file in Chinese, indicating the possibility that the creator is a Chinese user.",91d441a6-4244-43a2-9b96-354a2df63a4e,malpedia.json
BlueSky,,malware,Ransomware.,5c19d979-4c22-452f-b4f0-9325a46b7083,malpedia.json
BLUETHER,CAPGELD,malware,,cf542e2d-531c-4d34-98c8-7e3cb26a32af,malpedia.json
BluStealer,a310logger,malware,"Avast describe this malware as a recombination of other malware including SpyEx, ThunderFox, ChromeRecovery, StormKitty, and firepwd.",cb4bfed3-3042-4a29-a72d-c8b5c510faea,malpedia.json
BMANAGER,,malware,,c26b2dd3-4641-4174-977d-6813f2181a05,malpedia.json
BOATLAUNCH,,malware,FIN7 uses this malware as helper module during intrusion operations. BOATLAUNCH is continuously looking for PowerShell processes on infected systems and patches them to bypuss Windows AntiMalware Scan Interface (AMSI).,13e62fe0-af0e-4a44-8437-ed86101f12d4,malpedia.json
Boaxxe,,malware,,2f11eb73-4faa-48c5-b217-11e139962c6f,malpedia.json
Bobik,,malware,This malware offers remote access capabilities but also has a DDoS module that was used against supporters of Ukraine.,71a2182f-1010-496d-8c20-7a60639adff1,malpedia.json
BockLit,,malware,"According to Trend Micro, this is a ransomware written in Go, targeting Windows and MacOS environments that tries to disguise as LockBit by changing the wallpaper into a LockBit 2 screen. Most of the samples contained hard-coded AWS credentials, and the stolen data were uploaded to an Amazon S3 bucket controlled by the threat actor. ",a7863070-0dd0-4176-8ab8-4630ef615c0f,malpedia.json
Bofamet,,malware,"Bofamet Stealer is an infostealer managed through a web-based Command and Control (C2) panel, allowing attackers to configure operations, monitor infected hosts, and retrieve stolen data in real time.",4dffb90c-8fe4-4f3e-b9f5-7586e3a6d2a7,malpedia.json
Bohmini,,malware,,444ca9d1-7128-40fa-9665-654194dfbe0b,malpedia.json
BOLDMOVE (Windows),,malware,"According to Mandiant, this malware family is attributed to potential chinese background and its Linux variant is related to exploitation of Fortinet's SSL-VPN (CVE-2022-42475).",4212b386-b6de-4b06-86f1-ba20b5c01447,malpedia.json
Bolek,KBOT,malware,,d3af810f-e657-409c-b821-4b1cf727ad18,malpedia.json
BookCodes RAT,BookCodesTea,malware,"BookCodesRAT is a remote access trojan that uses HTTP(S) for communication. It supports around 25 commands that include operations on the victim’s filesystem, basic process management and the download and execution of additional tools from the attacker’s arsenal. They are indexed by 32-bit integers, starting with the value 0x97853646. 

BookCodesRAT uses mostly compromised South Korean web servers for the C&C traffic and is usually deployed against South Korean targets.",433b9a1c-dd2a-4d2b-b469-47b40fc6c196,malpedia.json
Book of Eli,,malware,"This in .Net written malware is a classic information stealer. It can collect various information and can be depoyed in different configurations: ""The full-featured version of the malware can log keystrokes, collect profile files of Mozilla Firefox and Google Chrome browsers, record sound from the microphone, grab desktop screenshots, capture photo from the webcam, and collect information about the version of the operation system and installed anti-virus software."" (ESET)
This malware has been ",2029a6f7-f98e-4582-bc5b-7ff0188f1af2,malpedia.json
Bookworm,,malware,,1b8cfb29-7a63-459a-bc90-c9ea3634b21c,malpedia.json
BOOMBOX,,malware,,e8112e1a-4fda-4857-8df8-0ba7fb5ea1ba,malpedia.json
BOOSTWRITE,,malware,"FireEye describes BOOSTWRITE as a loader crafted to be launched via abuse of the DLL search order of applications which load the legitimate ‘Dwrite.dll’ provided by the Microsoft DirectX Typography Services. The application loads the ‘gdi’ library, which loads the ‘gdiplus’ library, which ultimately loads ‘Dwrite’. Mandiant identified instances where BOOSTWRITE was placed on the file system alongside the RDFClient binary to force the application to import DWriteCreateFactory from it rather than ",a24eb119-d526-4aa4-ab5f-171ccddd4fbc,malpedia.json
BOOTWRECK,MBRkiller,malware,BOOTWRECK is a master boot record wiper malware.,174b9314-765e-44d0-a761-10d352f4466c,malpedia.json
Borat RAT,,malware,"The Borat RAT comes bundled with its components (e.g. binary builder, supporting modules, server certificates). According to Cyble this malware is an unique combination of RAT, Spyware, and ransomware.
The supporting modules are included; a few of the capabilities: Keylogger, Ransomware, Audio/Webcam Recording, Process Hollowing, Browser Credential/Discord Token Stealing, etc.",7ff0b462-c5be-40fa-82da-7efe93722f92,malpedia.json
Borr,,malware,,e016e652-8d02-45c4-a268-fe4c588ebd3d,malpedia.json
BottomLoader,,malware,,450133c9-b40c-4526-a669-5d5cc55276d5,malpedia.json
Bouncer,,malware,,80487bca-7629-4cb2-bf5b-993d5568b699,malpedia.json
BoxCaon,,malware,"According to Checkpoint Research, this malware family has the ability to download and upload files, run commands and send the attackers the results. It has been observed being used by threat actor IndigoZebra.",5ccb9d4c-bb9b-48ee-9ea3-a64a81eb210f,malpedia.json
Bozok,,malware,,f9d0e934-879c-4668-b959-6bf7bdc96f5d,malpedia.json
BQTlock (Windows),,malware,,2e1647d8-e9af-45f9-bea2-fe0d511c5c92,malpedia.json
BRAIN,,malware,,1619ee64-fc54-47c0-8ee1-8b786fefc0fd,malpedia.json
Brambul,SORRYBRUTE,malware,Brambul is a worm that spreads by using a list of hard-coded login credentials to launch a brute-force password attack against an SMB protocol for access to a victim’s networks.,d97ae60e-612a-4feb-908a-8c4d32e9d763,malpedia.json
BravoNC,,malware,,fbed27da-551d-4793-ba7e-128256326909,malpedia.json
BrbBot,,malware,,b9a4455a-ad55-4858-9017-bb73a8640045,malpedia.json
BreachRAT,,malware,"This is a backdoor which FireEye call the Breach Remote Administration Tool (BreachRAT), written in C++. The malware name is derived from the hardcoded PDB path found in the RAT: C:\Work\Breach Remote Administration Tool\Release\Client.pdb",52cf2986-89e8-463d-90b6-e4356c9777e7,malpedia.json
Breakthrough,,malware,"There is no reference available for this family and all known samples have version 1.0.0.

Pdb-strings in the samples suggest that this is an ""exclusive"" loader, known as ""breakthrough"" (maybe), e.g. C:\Users\Exclusiv\Desktop\хп-пробив\Release\build.pdb

The communication url parameters are pretty unique in this combination:
gate.php?hwid=<guid>&os=<OS>&build=1.0.0&cpu=8

<OS> is one of:
Windows95
Windows98
WindowsMe
Windows95family
WindowsNT3
WindowsNT4
Windows2000
WindowsXP
Win",a05b8e4b-a686-439f-8094-037fbcda52bd,malpedia.json
Bredolab,,malware,,55d343a1-7e80-4254-92eb-dfb433b91a90,malpedia.json
BrittleBush,,malware,,fd4665b8-59b6-427f-a22d-bb3b50e9e176,malpedia.json
BROKEYOLK,,malware,"According to Mandiant, BROKEYOLK is a .NET downloader that downloads and executes a file from a hard-coded command and control (C2) server. The malware communicates via SOAP (Simple Object Access Protocol) requests using HTTP.",dd19501d-c23e-4a52-8cef-726a8483d6c2,malpedia.json
BROLER,down_new,malware,,9a544700-13e3-490f-ae4e-45b3fd159546,malpedia.json
Broomstick,CLEANBOOST|CleanUp|CleanUpLoader|Oyster,malware,"Oyster is a backdoor malware written in C++ that first appeared in July 2023. It allows for remote sessions, supporting tasks such as file transfer and command-line processing. This malware has been used by numerous threat actors as a tool to facilitate ransomware intrusions. The distribution of Oyster has likely occurred through various methods, as suggested by the build identifiers found in examined samples. Additionally, Oyster is capable of collecting basic system data and communicates with ",10072fed-e5ef-4c97-9fe8-ca33f1e0b1f6,malpedia.json
Bruh Wiper,,malware,,33b76b3f-7056-4892-a134-6e984f500c3c,malpedia.json
BrushaLoader,,malware,,75a03c4f-8a97-4fc0-a69e-b2e73e4564fc,malpedia.json
Brute Ratel C4,BOLDBADGER|BruteRatel,malware,"Brute Ratel C4 (BRC4) is a commercial framework for red-teaming and adversarial attack simulation, which made its first appearance in December 2020. It was specifically designed to evade detection by endpoint detection and response (EDR) and antivirus (AV) capabilities. BRC4 allows operators to deploy a backdoor agent known as Badger (aka BOLDBADGER) within a target environment.
This agent enables arbitrary command execution, facilitating lateral movement, privilege escalation, and the establis",19e4df44-d469-4903-8999-22d650a21dd7,malpedia.json
BrutPOS,,malware,,e413c33a-badd-49a1-8d44-c9a0983b5151,malpedia.json
BS2005,,malware,,35e00ff0-704e-4e61-b9bb-9ed20a4a008f,malpedia.json
BTCWare,,malware,"According to PCRisk, BTCWare is an updated version of a ransomware-type virus called Crptxxx. This ransomware is distributed via a malicious application called ""Rogers Hi-Speed Internet"". Once infiltrated, BTCWare encrypts files and appends filenames with the "".btcware"" extension. Newer variants of this ransomware append .shadow, .payday, .wyvern, .nuclear, .aleta, .gryphon, .nopasaran, .blocking, .xfile, .master, .onyon, .theva, .cryptobyte or .cryptowin extensions to encrypted files. BTCWare t",d29786c6-2cc0-4e2f-97b0-242a1d9e9bf8,malpedia.json
BUBBLEWRAP,,malware,"BUBBLEWRAP is a full-featured backdoor that is set to run when the system boots, and can communicate using HTTP, HTTPS, or a SOCKS proxy. This backdoor collects system information, including the operating system version and hostname, and includes functionality to check, upload, and register plugins that can further enhance its capabilities.",d114ee6c-cf7d-408a-8077-d59e736f5a66,malpedia.json
Buer,Buerloader|RustyBuer,malware,Buer is a downloader sold on underground forums and used by threat actors to deliver payload malware onto target machines. It has been observed in email campaigns and has been sold as a service since August 2019.,b908173c-c89e-400e-b69d-da411120dae2,malpedia.json
BUFFETLINE,,malware,,eca37457-cdd4-44c7-ad07-7a4a863e8765,malpedia.json
BUGHATCH,,malware,"According to Elastic, BUGHATCH is an in-memory implant loaded by an obfuscated PowerShell script that decodes and executes an embedded shellcode blob in its allocated memory space using common Windows APIs (VirtualAlloc, CreateThread, WaitForSingleObject).",d05f8cfe-ae3f-4468-9c48-90124b59ccda,malpedia.json
bugsleep,MuddyRot,malware,,edbe6c15-6ce8-4927-9f74-0504f0711049,malpedia.json
Buhtrap,Ratopak,malware,,fa278536-8293-4717-86b5-8a03aa11063f,malpedia.json
BumbleBee,COLDTRAIN|SHELLSTING|Shindig,malware,"This malware is delivered by an ISO file, with an DLL inside with a custom loader. Because of the unique user-agent ""bumblebee"" this malware was dubbed BUMBLEBEE. At the time of Analysis by Google's Threat Analysis Group (TAG) BumbleBee was observed to fetch Cobalt Strike Payloads.",fa47d59d-7251-468f-9d84-6e1ba21887db,malpedia.json
Bundestrojaner,0zapftis|R2D2,malware,,04aeda9f-7923-45d1-ab74-9dddd8612d47,malpedia.json
BundleBot,,malware,"Bundlebot is an info stealer that abuses the single-file dotnet bundle which operates as a self-contained executable that does not require any preinstalled dotnet runtime version. Bundlebot functionality targets a wide variety of data including the victim's system information, browser data, telegram data, discord token, Facebook account information, and screenshots. ",d63eb20b-6a3f-4d96-a52d-8395f1868389,malpedia.json
Bunitu,,malware,Bunitu is a trojan that exposes infected computers to be used as a proxy for remote clients. It registers itself at startup by providing its address and open ports. Access to Bunitu proxies is available by using criminal VPN services (e.g.VIP72).,4350b52a-8100-49b5-848d-d4a4029e949d,malpedia.json
BunnyLoader,,malware,,051f6280-da83-4a5b-b61c-3425c9018df5,malpedia.json
BURNBOOK,,malware,"According to Mandiant, BURNBOOK is a dropper for TEARPAGE.",c064a0be-05cb-4f3c-b26c-1e5568d9e612,malpedia.json
Buterat,spyvoltar,malware,,cd4ee7f0-394e-4129-a1dc-d5fb423f2311,malpedia.json
Buzus,Yimfoca,malware,,69a3e0ed-1727-4a9c-ae21-1e32322ede93,malpedia.json
BYEBY,,malware,,12886243-55b6-4864-bf7a-7e2439e3a4c1,malpedia.json
BypassBoss,,malware,,b6196470-69cc-4452-bd8a-6b17060113fd,malpedia.json
c0d0so0,,malware,,b6b187d0-e19f-489a-91c0-7c94519555f6,malpedia.json
CabArt,,malware,,fe1d51d8-f0e8-4f71-bf5c-724f7d4a824c,malpedia.json
Cactus,,malware,,2ff26425-93b6-46ad-9c39-28eb9dbc3974,malpedia.json
CaddyWiper,KillDisk.NCX,malware,"CaddyWiper is another destructive malware believed to be deployed to target Ukraine.

CaddyWiper wipes all files under C:\Users and all also all files under available drives from D: to Z: by overwriting the data with NULL value. If the target file is greater than 0xA00000 bytes in size (10MB), it will only wipe the first 0xA00000 bytes.

It also wipes disk partitions from \\.\PHYSICALDRIVE9 to \\.\PHYSICALDRIVE0 by overwriting the first 0x780 bytes with NULL.",c6053700-5f3b-48cc-8176-191393522fc3,malpedia.json
CadelSpy,Cadelle,malware,"CadelSpy is a spyware supposedly used by Iranian threat actors. It has several functions such as logging keystrokes, record audio, capture screenshots and webcam photos, and steal any documents that are sent to a printer.",cad83c5e-2081-4ab4-81c7-32cfc16eae66,malpedia.json
CALMTHORN,,malware,,52c0b49b-d57e-400d-8808-a00d4171ac05,malpedia.json
Cameleon,StormKitty,malware,"PWC describes this malware as a backdoor, capable of file management, upload and download of files, and execution of commands.",d3fb548f-64cb-4997-8262-1dca695fbae2,malpedia.json
campoloader,,malware,,2bf8ef91-a220-49aa-a7b9-0437d2ee0b15,malpedia.json
CamuBot,,malware,"There is no lot of IOCs in this article so we take one sample and try to extract some interesting IOCs, our findings below :

CamuBot sample : 37ca2e37e1dc26d6b66ba041ed653dc8ee43e1db71a705df4546449dd7591479

Dropped Files on disk :

C:\Users\user~1\AppData\Local\Temp\protecao.exe : 0af612461174eedec813ce670ba35e74a9433361eacb3ceab6d79232a6fe13c1

C:\Users\user~1\AppData\Local\Temp\Renci.SshNet.dll : 3E3CD9E8D94FC45F811720F5E911B892A17EE00F971E498EAA8B5CAE44A6A8D8

C:\ProgramData\m.msi",ecac83ab-cd64-4def-979a-40aeeca0400b,malpedia.json
Cannibal Rat,,malware,"Cannibal Rat is a python written remote access trojan with 4 versions as of March 2018. The RAT is reported to impact users of a Brazilian public sector management school. The RAT is distributed in a py2exe format, with the python27.dll and the python bytecode stored as a PE resource and the additional libraries zipped in the overlay of the executable.",1e722d81-085e-4beb-8901-aa27fe502dba,malpedia.json
Cannon,,malware,,3fada5b6-0b3d-4b83-97c9-2157c959704c,malpedia.json
Carbanak,Anunak|Sekur RAT,malware,"MyCERT states that Carbanak is a remote backdoor designed for espionage, data exfiltration, and to remote control.

The attacker deploy malware via spear phishing email to lure the user to open and run the malicious attachment that will infect the machine. The main objective of this campaign is primarily to remotely control the infected machine and gain control of the internal destinations of money processing services such as Automated Teller Machines(ATM) and financial accounts. The following",8c246ec4-eaa5-42c0-b137-29f28cbb6832,malpedia.json
Carberp,,malware,,8f0d4866-7c67-4376-a6f2-958224d3c9d0,malpedia.json
Cardinal RAT,,malware,"Cardinal RAT is a remote access Trojan capable of stealing username and credentials, cleaning out cookies from browsers, keylogging and capturing screenshots on targeted systems. It is delivered via a downloader dubbed “Carp” which uses malicious macros in Microsoft Excel documents to compile embedded source code into an executable, which then deploys the Cardinal RAT malware family.",3d3da4c0-004c-400c-9da6-f83fd35d907e,malpedia.json
Careto (Windows),TheMask,malware,,c8700409-ea56-48d4-8830-09bbb24511da,malpedia.json
CargoBay,,malware,"CargoBay is a newer malware family which was first observed in 2022 and is notable for being written in the Rust language. CargoBay is likely based on source code taken from 'Black Hat Rust' GitHub project (https://github.com/skerkour/black-hat-rust). CargoBay is usually distributed via phishing emails, and the malware binaries may be disguised as legitimate applications. Upon execution, the malware starts by performing environmental checks such as checking its execution path and the configured ",cfdc931d-d3da-4b2a-9fef-42592c0f5c5f,malpedia.json
CARROTBALL,,malware,"CARROTBALL is a simple FTP downloader built to deploy SYSCON, a Remote Access Trojan used by the same threat actor. Discovered by Unit 42 in late 2019, the downloader was adopted for use in spear phishing attacks against US government agencies.",cca82b51-fef9-4f33-a2f5-418b80d0966d,malpedia.json
CarrotBat,,malware,,4ad06a5f-12e6-44ae-9547-98ee62114357,malpedia.json
CashRansomware,,malware,,9d4fcd1d-cf11-49cd-80a6-769ff4f12d1b,malpedia.json
Casper,,malware,"ESET describes Casper as a well-developed reconnaissance tool, making extensive efforts to remain unseen on targeted machines. Of particular note are the specific strategies adopted against anti-malware software. Casper was used against Syrian targets in April 2014, which makes it the most recent malware from this group publicly known at this time.",3198501e-0ff0-43b7-96f0-321b463ab656,malpedia.json
CASTLELOADER,,malware,"CastleLoader payloads are distributed as portable executables containing an embedded shellcode, which then invokes the main module of the loader that, in turn, connects to the C2 server in order to fetch and execute the next-stage malware.",d74eaf4d-3e39-41b1-9110-73bedd10827d,malpedia.json
CatB,,malware,,a96445d6-4bbb-4b9a-a761-83759108a403,malpedia.json
Catchamas,,malware,,8060dbdc-cf31-40bc-9900-eb8119423c50,malpedia.json
CCleaner Backdoor,DIRTCLEANER,malware,"According to CrowdStrike, this backdoor was discovered embedded in the legitimate, signed version of CCleaner 5.33, and thus constitutes a supply chain attack.",c51ee09b-fc2d-41fd-a43b-426a4f337139,malpedia.json
CEELOADER,,malware,Mandiant characterizes this malware as a downloader and shellcode stager.,0333d13e-e01f-46cd-a030-448bbf043c10,malpedia.json
CenterPOS,cerebrus,malware,,fca8c5e0-4fef-408c-bcd7-9826271e8e5d,malpedia.json
Cerber,,malware,"A prolific ransomware which originally added "".cerber"" as a file extension to encrypted files. Has undergone multiple iterations in which the extension has changed. Uses a very readily identifiable set of of UDP activity to checkin and report infections. Primarily uses TOR for payment information.",79a7203a-6ea5-4c39-abd4-faa20cf8821a,malpedia.json
CetaRAT,,malware,,12d2d503-def6-4161-bd42-2093ccad49bd,malpedia.json
ChaChi,,malware,,6a3e6f07-1aaa-4af5-8bd3-96898aca3510,malpedia.json
Chaes,,malware,"This malware made its first appearance during the middle to end of 2020, it specifically targets Brazil and the largest e-commerce company in Latin America, Mercado Livre. It is a multistage malware deployment which uses several legitimate Windows processes and open source tools to remain undetected.",0d4ab3af-189f-49af-b47a-9b25f59f9a12,malpedia.json
Chainshot,,malware,,36f9a5e0-9a78-4b9a-9072-1596c91b59b6,malpedia.json
CHAIRSMACK,,malware,,f049e626-7de2-4648-81db-53dfd34f2fab,malpedia.json
Chaos (Windows),FakeRyuk|RyukJoke|Yashma,malware,"In-development ransomware family which was released in June 2021 by an unknown threat actor. The builder initially claimed to be a ""Ryuk .Net Ransomware Builder"" even though it was completely unrelated to the Ryuk malware family. Presently it appears to contain trojan-like features, but lacks features commonly found in ransomware such as data exfiltration.",fb760029-9331-4ba0-b644-d47a8e6d3ad2,malpedia.json
Chaperone,Taj Mahal,malware,"According to Kaspersky GReAT and AMR, TajMahal is a previously unknown and technically sophisticated APT framework discovered by Kaspersky Lab in the autumn of 2018. This full-blown spying framework consists of two packages named Tokyo and Yokohama. It includes backdoors, loaders, orchestrators, C2 communicators, audio recorders, keyloggers, screen and webcam grabbers, documents and cryptography key stealers, and even its own file indexer for the victim’s machine. We discovered up to 80 maliciou",e4027aaa-de86-48ea-8567-c215cdb88ec1,malpedia.json
ChargeWeapon,,malware,,4eccbebb-9f7d-411f-a8fe-da01c99c8e3b,malpedia.json
Charon,,malware,"According to Secui, this ransomware was used in attacks observed against Middle Eastern government agencies and the aviation industry. ",205e3037-b050-4040-9feb-0a3145c1487c,malpedia.json
CHCH,,malware,CHCH is a Ransomware spotted in the wild in December 2019. It encrypts victim files and adds the extension .chch to them while it drops a ransomware note named: READ_ME.TXT,22b03600-505c-41d4-ba1c-45d70cc2e123,malpedia.json
ChChes,HAYMAKER|Ham Backdoor,malware,,6eee9bf9-ffce-4c88-a5ad-9d80f6fc727c,malpedia.json
CHEESETRAY,CROWDEDFLOUNDER,malware,"CHEESETRAY is a sophisticated proxy-aware backdoor that can operate in both active and passive mode depending on the passed command-line parameters. The backdoor is capable of enumerating files and processes, enumerating drivers, enumerating remote desktop sessions, uploading and downloading files, creating and terminating processes, deleting files, creating a reverse shell, acting as a proxy server, and hijacking processes among its other functionality. The backdoor communicates with its C&C se",7a6c1063-32b9-4007-8283-ccd4a2163caa,malpedia.json
Chernolocker,,malware,Chernolocker is a ransomware that encrypts a victim's files by using AES-256 and it asks for BTC ransom. Different versions are classified by the attacker's email address which changes over time.,e21dc86d-c8a5-44f7-b9d6-5e60373e838b,malpedia.json
CherryLoader,,malware,,c79c6ad0-3ee9-4fca-be20-084e012ff002,malpedia.json
CherryPicker POS,cherry_picker|cherrypicker|cherrypickerpos,malware,,e6ab90d3-8011-4927-a0cd-eab57e7971aa,malpedia.json
ChewBacca,,malware,,2137a0ce-8d06-4538-ad0b-6ab6ec865493,malpedia.json
Chihuahua,,malware,,9aa7f9fb-11c1-4c2b-a0f8-d628b51e00b8,malpedia.json
Chimera,,malware,"According to PCrisk, Chimera is a ransomware virus that encrypts files stored on infected systems. It is distributed using various false job applications, business offers, and infected email attachments. After encrypting the files, Chimera adds a . crypt extension to each file.",830b0526-8e3b-4369-9677-9f8a31ca5ded,malpedia.json
CHINACHOPPER,,malware,"a simple code injection webshell that executes Microsoft .NET code within HTTP POST commands. This allows the shell to upload and download files, execute applications with web server account permissions, list directory contents, access Active Directory, access databases, and any other action allowed by the .NET runtime.",0d8f0bb7-e14f-4b85-baa1-6ec951aa6c53,malpedia.json
Chinad,,malware,Adware that shows advertisements using plugin techniques for popular browsers,098cfb93-8921-48f0-a694-a83f350e8a61,malpedia.json
ChinaJm,,malware,Ransomware.,ef216f1d-9ee5-4676-ae34-f954a8611290,malpedia.json
Chinotto (Windows),,malware,,fda4561c-56a9-479b-8db5-7f6774be9a3d,malpedia.json
Chinoxy,,malware,,f8f5f33b-c719-4b6d-bf98-07979ac0cd97,malpedia.json
Chir,,malware,,59b5697a-5154-4c08-87f8-c71b0e8425fc,malpedia.json
Chisel (Windows),,malware,"Chisel is an open-source project by Jaime Pillora (jpillora) that allows tunneling TCP and UDP connections via HTTP. It is available across platforms and written in Go. While benign in itself, Chisel has been utilized by multiple threat actors. It was for example observed by SentinelOne during a PYSA ransomware campaign to achieve persistence and used as backdoor.
Github: https://github.com/jpillora/chisel",fbfbbcbc-6730-4c4d-9ece-9b72802d42e9,malpedia.json
ChiserClient,,malware,,637714e1-c46d-4c10-bbc5-604c6e47fbbb,malpedia.json
Choziosi (Windows),ChromeLoader,malware,"Choziosi is a browser hijacker for Chrome. It was first seen in January 2022. It commonly infects users via pirated media downloads like games, software, wallpapers or movies. The initial infectors are available for several platforms such as Mac and Windows.

Its main component is the Chrome browser extension written in JavaScript with the purpose of serving advertisments and hijacking search requests to Google, Yahoo and Bing.",7cfa3158-ccfc-4c23-8e7a-5d4e9cc1c43f,malpedia.json
ChrGetPdsi Stealer,,malware,"ChrGetPdsi is a basic infostealer written in Golang which is designed to steal browser history and logins, and targets Chrome, Edge, and Firefox. The output is written to a text file named chrgetpdsi.txt. Based on the samples analysed, the malware does not appear to have networking capabilities, and therefore it is likely that it is intended to be used in a post-compromise situation where the attacker already has access to the target system and can retrieve the created output file via other mean",3cc84a6b-4706-4ada-9355-7c945bb0eb4f,malpedia.json
Chrysalis,,malware,"According to Rapid7, Chrysalis is a custom, feature-rich backdoor. Its wide array of capabilities indicates it is a sophisticated and permanent tool, not a simple throwaway utility. It uses legitimate binaries to sideload a crafted DLL with a generic name, which makes simple filename-based detection unreliable. It relies on custom API hashing in both the loader and the main module, each with its own resolution logic. This is paired with layered obfuscation and a fairly structured approach to C2 ",c5bcb8b5-b426-439f-b4ee-807714f5cc18,malpedia.json
Chthonic,AndroKINS,malware,,9441a589-e23d-402d-9603-5e55e3e33971,malpedia.json
Cicada3301,,malware,,afbdc652-0c25-452a-bf09-404155104c30,malpedia.json
cifty,,malware,,8a1af36b-b8e1-4e05-ac42-c2866ffba031,malpedia.json
Cinobi,,malware,,d0f0f754-fe9b-45bd-a9d2-c6110c807af4,malpedia.json
Cinoshi,Agniane,malware,,65f75ea8-c06b-4d8d-b757-e992966667b5,malpedia.json
Citadel,,malware,,7f550cae-98b7-4a0c-bed2-d79227dc6310,malpedia.json
Clambling,,malware,"Clambling was discovered by Trend Micro and TalentJump. It is a custom malware used by an actor they refer to as DRBControl, which targets gambling and betting companies in Southeast Asia. One version of Clambling uses Dropbox as C&C channel to hide its communication.",783c8192-d00d-446c-bf06-0ce0cb4bc2c2,malpedia.json
CLASSFON,,malware,,c433e0f1-760c-41e6-bb62-13eaf7bbf1f4,malpedia.json
CLEANTOAD,,malware,"CLEANTOAD is a disruption tool that will delete file system artifacts, including those related to BLINDTOAD, and will run after a date obtained from a configuration file. The malware injects shellcode into notepad.exe and it overwrites and deletes files, modifies registry keys, deletes services, and clears Windows event logs.",c0417767-5b98-43b0-b9e7-e43dc7f53c6a,malpedia.json
Client Maximus,,malware,,c2bd0771-55d6-4242-986d-4bfd735998ba,malpedia.json
ClipBanker,,malware,"The ClipBanker Trojan is known as an information stealer and spy trojan, it aims to steal and record any type of sensitive information from the infected environment such as browser history, cookies, Outlook data, Skype, Telegram, or cryptocurrency wallet account addresses. The main goal of this threat is to steal confidential information.
 The ClipBanker uses PowerShell commands for executing malicious activities. The thing that made the ClipBanker unique is its ability to record various bankin",5d6a9b59-96b1-4bc4-824d-ffe208b99462,malpedia.json
Clipog,,malware,A keylogger.,0cc6c7a8-9484-4017-97ac-2fd5594f27f8,malpedia.json
Clop (Windows),,malware,"Clop is a ransomware which uses the .clop extension after having encrypted the victim's files. Another unique characteristic belonging with Clop is in the string: ""Dont Worry C|0P"" included into the ransom notes. It is a variant of CryptoMix ransomware, but it additionally attempts to disable Windows Defender and to remove the Microsoft Security Essentials in order to avoid user space detection.",8071f2d8-cc44-4682-845b-6f39a9f8b587,malpedia.json
CLOUDBURST,NickelLoader,malware,"CLOUDBURST aka NickelLoader is an HTTP(S) downloader. 

It recognizes a set of four basic commands, all five letters long, like abcde, avdrq, gabnc and dcrqv (alternatively: eknag, eacec, hjmwk, wohnp). The most important functionality is to load a received buffer, either as a DLL via the MemoryModule implementation, or as a shellcode.

It uses AES for encryption and decryption of network traffic. It usually sends the following information back to its C&C server: computer name, product name ",3f320960-77a2-4525-8d19-95b6028ec0d5,malpedia.json
CloudEyE,GuLoader|vbdropper,malware,"CloudEyE (initially named GuLoader) is a small VB5/6 downloader. It typically downloads RATs/Stealers, such as Agent Tesla, Arkei/Vidar, Formbook, Lokibot, Netwire and Remcos, often but not always from Google Drive. The downloaded payload is xored.",966f54ae-1781-4f2e-8b32-57a242a00bb9,malpedia.json
CloudWizard,,malware,,4d941367-b22e-4d01-930e-c757b58eff58,malpedia.json
CloudDuke,CloudLook|MiniDionis,malware,"F-Secure describes CloudDuke as a malware toolset known to consist of, at least, a downloader, a loader and two backdoor variants. The CloudDuke downloader will download and execute additional malware from a preconfigured location. Interestingly, that location may be either a web address or a Microsoft OneDrive account. Both CloudDuke backdoor variants support simple backdoor functionality, similar to SeaDuke. While one variant will use a preconfigured C&C server over HTTP or HTTPS, the other va",40baac36-2fd0-49b3-b05b-1087d60f4f2c,malpedia.json
