canonical_name,aliases,classification,description,uuid,source_cluster
Heseber,,malware,,69d1f7e0-d7df-4e86-bec5-b7df696c5bcf,rat.json
Cardinal,,malware,"Cardinal is a remote access trojan (RAT) discovered by Palo Alto Networks in 2017 and has been active for over two years. It is delivered via a downloader, known as Carp, and uses malicious macros in Microsoft Excel documents to compile embedded C# programming language source code into an executable that runs and deploys the Cardinal RAT. The malicious Excel files use different tactics to get the victims to execute it. ",cb23f563-a8b9-4427-9884-594e8d3cc836,rat.json
OmniRAT,,malware,"Works on all Android, Windows, Linux and Mac devices!",f091dfcb-07f4-4414-849e-c644e7327d94,rat.json
Jfect,,malware,,10193e70-8bb7-4e48-b8f0-7692f2052c89,rat.json
Trochilus,,malware,"Trochilus is a remote access trojan (RAT) first identified in October 2015 when attackers used it to infect visitors of a Myanmar website. It was then used in a 2016 cyber-espionage campaign, dubbed ""the Seven Pointed Dagger,"" managed by another group, ""Group 27,"" who also uses the PlugX trojan. Trochilus is primarily spread via emails with a malicious .RAR attachment containing the malware. The trojan's functionality includes a shellcode extension, remote uninstall, a file manager, and the abil",8204723f-aefc-4c90-9178-8fe53e8d6f33,rat.json
Matryoshka,,malware,"Their most commonly used initial attack vector is a simple, yet alarmingly effective, spearphishing attack, infecting unsuspecting victims via a malicious email attachment (usually an executable that has been disguised as something else). From there, Matryoshka runs second stage malware via a dropper and covertly installs a Remote Access Toolkit (RAT). This is done using a reflective loader technique that allows the malware to run in process memory, rather than being written to disk. This not on",33b86249-5455-4698-a5e5-0c9591e673b9,rat.json
Mangit,,malware,"First discovered by Trend Micro in June, Mangit is a new malware family being marketed on both the Dark web and open internet. Users have the option to rent the trojan's infrastructure for about $600 per 10-day period or buy the source code for about $8,800. Mangit was allegedly developed by  ""Ric"", a Brazilian hacker, who makes himself available via Skype to discuss rental agreements. Once the malware is rented or purchased, the user controls a portion of the Mangit botnet, the trojan, the drop",05ecfb96-f9ec-4dab-b7d3-86b8cb3fe7b5,rat.json
LeGeNd,,malware,,20336460-828e-4f18-bbe6-14f3579b5f5a,rat.json
Revenge-RAT,,malware,"Revenge v0.1 was a simple tool, according to a researcher known as Rui, who says the malware’s author didn’t bother obfuscating the RAT’s source code. This raised a question mark with the researchers, who couldn’t explain why VirusTotal scanners couldn’t pick it up as a threat right away.Revenge, which was written in Visual Basic, also didn’t feature too many working features, compared to similar RATs. Even Napolean admitted that his tool was still in the early development stages, a reason why h",80c94c22-b294-4622-8934-e89a235d586f,rat.json
vjw0rm 0.1,Vengeance Justice Worm|VJw0rm|VJwOrm,malware,"“Vengeance Justice Worm” was first discovered in 2016 and is a highly multifunctional, modular, publicly available “commodity malware”, i.e., it can be purchased by those interested through various cybercrime and hacking related forums and channels.

VJwOrm is a JavaScript-based malware and combines characteristics of Worm, Information Stealer, Remote-Access Trojan (RAT), Denial-of-Service (DOS) malware, and spam-bot.

VJw0rm is propagated primarily by malicious email attachments and by infectin",bf86d7a6-80af-4d22-a092-f822bf7201d2,rat.json
rokrat,ROKRAT,malware,"ROKRAT is a remote access trojan (RAT) that leverages a malicious Hangual Word Processor (HWP) document sent in spearphishing emails to infect hosts. The HWP document contains an embedded Encapsulated PostScript (EPS) object. The object exploits an EPS buffer overflow vulnerability and downloads a binary disguised as a .JPG file. The file is then decoded and the ROKRAT executable is initiated. The trojan uses legitimate Twitter, Yandex, and Mediafire websites for its command and control communic",38e68703-1db4-4b97-80e9-a0afd099da58,rat.json
Qarallax,qrat,malware,Travelers applying for a US Visa in Switzerland were recently targeted by cyber-criminals linked to a malware called QRAT. Twitter user @hkashfi posted a Tweet saying that one of his friends received a file (US Travel Docs Information.jar) from someone posing as USTRAVELDOCS.COM support personnel using the Skype account ustravelidocs-switzerland (notice the “i” between “travel” and “docs”).,179288c9-4ff1-4a7e-b728-35dd2e6aac43,rat.json
MoonWind,,malware,MoonWind is a remote access tool (RAT) that was used in 2016 to target organizations in Thailand.,f266754c-d0aa-4918-95a3-73b28eaa66e3,rat.json
Remcos,Rescoms,malware,"Rescoms, also known as Remcos, is a highly popular red-teaming tool developed by BreakingSecurity. It comes in two versions: Light and Pro. The Light version is marketed primarily as a remote monitoring and management (RMM) tool, while the Pro version is marketed for penetration testing.",f647cca0-7416-47e9-8342-94b84dd436cc,rat.json
Client Maximus,,malware,"The purpose of the Client Maximus malware is financial fraud. As such, its code aspires to create the capabilities that most banking Trojans have, which allow attackers to monitor victims’ web navigation and interrupt online banking session at will. After taking over a victim’s banking session, an attacker operating this malware can initiate a fraudulent transaction from the account and use social engineering screens to manipulate the unwitting victim into authorizing it.",d840e5af-3e6b-49af-ab82-fb4f8740bf55,rat.json
TheFat RAT,,malware,"Thefatrat a massive exploiting tool revealed >> An easy tool to generate backdoor and easy tool to post exploitation attack like browser attack,dll . This tool compiles a malware with popular payload and then the compiled malware can be execute on windows, android, mac . The malware that created with this tool also have an ability to bypass most… ",90b4addc-e9ff-412d-899e-7204c89c0bdb,rat.json
RedLeaves,,malware,"Since around October 2016, JPCERT/CC has been confirming information leakage and other damages caused by malware ‘RedLeaves’. It is a new type of malware which has been observed since 2016 in attachments to targeted emails.",ad6a1b4a-6d79-40d4-adb7-1d7ca697347e,rat.json
Rurktar,,malware,"Dubbed Rurktar, the tool hasn’t had all of its functionality implemented yet, but G DATA says “it is relatively safe to say [it] is intended for use in targeted spying operations.” The malicious program could be used for reconnaissance operations, as well as to spy on infected computers users, and steal or upload files.",40bce827-4049-46e4-8323-3ab58f0f00bc,rat.json
RATAttack,,malware,"RATAttack is a remote access trojan (RAT) that uses the Telegram protocol to support encrypted communication between the victim's machine and the attacker. The Telegram protocol also provides a simple method to communicate to the target, negating the need for port forwarding. Before using RATAttack, the attacker must create a Telegram bot and embed the bot's Telegram token into the trojan's configuration file. When a system is infected with RATAttack, it connects to the bot's Telegram channel. T",2384b62d-312f-43e2-ab47-68c9fcca1541,rat.json
KhRAT,,malware,"So called because the Command and Control (C2) infrastructure from previous variants of the malware was located in Cambodia, as discussed by Roland Dela Paz at Forecpoint here, KHRAT is a Trojan that registers victims using their infected machine’s username, system language and local IP address. KHRAT provides the threat actors typical RAT features and access to the victim system, including keylogging, screenshot capabilities, remote shell access and so on.",9da7b7b2-f514-4114-83c0-ce3a5f635d2e,rat.json
RevCode,,malware,,5a3463d3-ff2a-41e2-9186-55da8c88b349,rat.json
AhNyth Android,,malware,Android Remote Administration Tool,b1df2bb1-7fd4-4a25-93c3-fe1f2c7cf529,rat.json
Socket23,,malware,SOCKET23 was launched from his web site and immedi- ately infected major French corporations between August and October 1998. The virus (distributing the Trojan) was known as W32/HLLP.DeTroie.A (alias W32/Cheval.TCV).  Never had a virus so disrupted French industry. The author quickly offered his own remover and made his apologies on his web site (now suppressed). Jean-Christophe X (18) was arrested on Tuesday 15 June 1999 in the Paris area and placed under judicial investigation for ‘fraudulent,da7c818f-5f3b-415c-b885-cf0a71d6e89e,rat.json
PowerRAT,,malware,,b3620451-8871-4078-bbf9-aa5bab641299,rat.json
MacSpy,,malware,"Standard macOS backdoor, offered via a 'malware-as-a-service' model. MacSpy is advertised as the ""most sophisticated Mac spyware ever"", with the low starting price of free. While the idea of malware-as-a-service (MaaS) isn’t a new one with players such as Tox and Shark the game, it can be said that MacSpy is one of the first seen for the OS X platform.",b7cea5fe-d3fe-47cf-ba82-104c90e130ff,rat.json
DNSMessenger,,malware,Talos recently analyzed an interesting malware sample that made use of DNS TXT record queries and responses to create a bidirectional Command and Control (C2) channel. This allows the attacker to use DNS communications to submit new commands to be run on infected machines and return the results of the command execution to the attacker. This is an extremely uncommon and evasive way of administering a RAT. The use of multiple stages of Powershell with various stages being completely fileless indic,ee8ccb36-2596-43a3-a044-b8721dbeb2ab,rat.json
PentagonRAT,,malware,,d208daa3-6ecd-4faf-8492-04f7b5b2dd28,rat.json
NewCore,,malware,"NewCore is a remote access trojan first discovered by Fortinet researchers while conducting analysis on a China-linked APT campaign targeting Vietnamese organizations. The trojan is a DLL file, executed after a trojan downloader is installed on the targeted machine. Based on strings in the code, the trojan may be compiled from the publicly-available source code of the PcClient and PcCortr backdoor trojans.",6a505bfc-87fe-4bd2-97d7-394a3c29611d,rat.json
Deeper RAT,,malware,,d7739c15-07af-4cfd-9eea-a28ed90cbfa5,rat.json
Xyligan,,malware,,0a75f34a-eaca-4ed8-b2f2-3f713c7a0693,rat.json
H-w0rm,,malware,,ca6e2e9b-6b5a-447b-9561-295c807a6484,rat.json
htpRAT,,malware,"On November 8, 2016 a non-disclosed entity in Laos was spear-phished by a group closely related to known Chinese adversaries and most likely affiliated with the Chinese government. The attackers utilized a new kind of Remote Access Trojan (RAT) that has not been previously observed or reported. The new RAT extends the capabilities of traditional RATs by providing complete remote execution of custom commands and programming. htpRAT, uncovered by RiskIQ cyber investigators, is the newest weapon in",7362581a-a7d1-4060-b225-e227f2df2b60,rat.json
FALLCHILL,,malware,"According to trusted third-party reporting, HIDDEN COBRA actors have likely been using FALLCHILL malware since 2016 to target the aerospace, telecommunications, and finance industries. The malware is a fully functional RAT with multiple commands that the actors can issue from a command and control (C2) server to a victim’s system via dual proxies. FALLCHILL typically infects a system as a file dropped by other HIDDEN COBRA malware or as a file downloaded unknowingly by users when visiting sites ",e0bea149-2def-484f-b658-f782a4f94815,rat.json
UBoatRAT,,malware,"Alto Networks Unit 42 has identified attacks with a new custom Remote Access Trojan (RAT) called UBoatRAT. The initial version of the RAT, found in May of 2017, was simple HTTP backdoor that uses a public blog service in Hong Kong and a compromised web server in Japan for command and control. The developer soon added various new features to the code and released an updated version in June. The attacks with the latest variants we found in September have following characteristics.
Targets personne",03694200-80c2-433d-9797-09eafcad1075,rat.json
CrossRat,,malware,"The EFF/Lookout report describes CrossRat as a “newly discovered desktop surveillanceware tool…which is able to target Windows, OSX, and Linux.”",696125b9-7a91-463a-9e6b-b4fc381b8833,rat.json
TSCookieRAT,,malware,"TSCookie provides parameters such as C&C server information when loading TSCookieRAT. Upon the execution, information of the infected host is sent with HTTP POST request to an external server. (The HTTP header format is the same as TSCookie.)
The data is RC4-encrypted from the beginning to 0x14 (the key is Date header value), which is followed by the information of the infected host (host name, user name, OS version, etc.). Please refer to Appendix C, Table C-1 for the data format.",7b107b46-4eca-11e8-b89f-0366ae765ddd,rat.json
Coldroot,,malware,"Coldroot, a remote access trojan (RAT), is still undetectable by most antivirus engines, despite being uploaded and freely available on GitHub for almost two years.
The RAT appears to have been created as a joke, ""to Play with Mac users,"" and ""give Mac it's rights in this [the RAT] field,"" but has since expanded to work all three major desktop operating systems — Linux, macOS, and Windows— according to a screenshot of its builder extracted from a promotional YouTube video.",86f1f048-4eca-11e8-a08e-7708666ace6e,rat.json
Comnie,,malware,"Comnie is a RAT originally identified by Sophos. It has been using Github, Tumbler and Blogspot as covert channels for its C2 communications. Comnie has been observed targetting government, defense, aerospace, high-tech and telecommunication sectors in Asia.",d14806fe-4ecb-11e8-a120-ff726de6a4d3,rat.json
GravityRAT,,malware,"GravityRAT has been under ongoing development for at least 18 months, during which the developer has implemented new features. We've seen file exfiltration, remote command execution capability and anti-vm techniques added throughout the life of GravityRAT. This consistent evolution beyond standard remote code execution is concerning because it shows determination and innovation by the actor. ",2d356870-4ecd-11e8-9bb8-e3ba5aa7da31,rat.json
ARS VBS Loader,,malware,"ARS VBS Loader not only downloads and executes malicious code, but also includes a command and control application written in PHP that allows a botmaster to issue commands to a victim's machine. This behavior likens ARS VBS Loader to a remote access Trojan (RAT), giving it behavior and capabilities rarely seen in malicious ""loaders"".",cd6527d1-17a7-4825-8b4b-56e113d0efb1,rat.json
RadRAT,,malware,"RadRAT, its capabilities include: unfettered control of the compromised computer, lateral movement across the organization (Mimikatz-like credentials harvesting, NTLM hash harvesting from the Windows registry and implementation of the Pass-the-Hash attack on SMB connections) and rootkit-like detection-evasion mechanisms.",5a3df9d7-82de-445e-a218-406b970600d7,rat.json
FlawedAmmyy,,malware,"FlawedAmmyy, has been used since the beginning of 2016 in both highly targeted email attacks as well as massive, multi-million message campaigns. The RAT is based on leaked source code for Version 3 of the Ammyy Admin remote desktop software. As such FlawedAmmyy contains the functionality of the leaked version, including: Remote Desktop control, File system manager, Proxy support, Audio Chat.",3c1003a2-8364-467a-b9b8-fcc19724a9b5,rat.json
Spymaster Pro,,malware,Monitoring Software,e9f9d900-4f9a-11e8-bce9-4bfbb0e9ab4c,rat.json
NavRAT,,malware,"Classic RAT that can download, upload, execute commands on the victim host and perform keylogging. However, the command and control (C2) infrastructure is very specific. It uses the legitimate Naver email platform in order to communicate with the attackers via email",6ea032a0-d54a-463b-b016-2b7b9b9a5b7e,rat.json
joanap,,malware,"Joanap is a two-stage malware used to establish peer-to-peer communications and to manage botnets designed to enable other operations. Joanap malware provides HIDDEN COBRA actors with the ability to exfiltrate data, drop and run secondary payloads, and initialize proxy communications on a compromised Windows device. ",caac1aa2-6982-11e8-8107-a331ae3511e7,rat.json
Sisfader,,malware,"Sisfader maintains persistence installing itself as a system service, it is made up of multiple components ([1] Dropper - installing the malware, [2] Agent - main code of the RAT, [3] Config - written to the registry, [4] Auto Loader - responsible for extracting the Agent, the Config from the registry) and it has its own custom protocol for communication.",b533439d-b060-4c90-80e0-9dce67b0c6fb,rat.json
SocketPlayer,,malware,"The RAT is written in .NET, it uses socket.io for communication. Currently there are two variants of the malware, the 1st variant is a typical downloader whereas the 2nd one has download and C2 functionalities.",d9475765-2cea-45c0-b638-a082b9427239,rat.json
Hallaj PRO RAT,,malware,RAT,f6447046-f4e8-4977-9cc3-edee74ff0038,rat.json
NukeSped,,malware,"This threat can install other malware on your PC, including Trojan:Win32/NukeSped.B!dha and Trojan:Win32/NukeSped.C!dha. It can show you a warning message that says your files will be made publically available if you don't follow the malicious hacker's commands. 
",5d0369ee-c718-11e8-b328-035ed1bdca07,rat.json
TheOneSpy,,malware, Remotely monitor and control any wrong activity of kids on all smartphones & computers,da5feaef-d96f-46e2-aad7-bd2745801048,rat.json
BONDUPDATER,,malware,"BONDUPDATER is a PowerShell-based Trojan first discovered by FireEye in mid-November 2017, when OilRig targeted a different Middle Eastern governmental organization.
The BONDUPDATER Trojan contains basic backdoor functionality, allowing threat actors to upload and download files, as well as the ability to execute commands. BONDUPDATER, like other OilRig tools, uses DNS tunneling to communicate with its C2 server. During the past month, Unit 42 observed several attacks against a Middle Eastern go",ef9f1592-0186-4f5d-a8ea-6c10450d2219,rat.json
FlawedGrace,,malware,"Proofpoint also point out that FlawedGrace is a full-featured RAT written in C++ and that it is a very large program that ""extensive use of object-oriented and multithreaded programming techniques. ""As a consequence, getting familiar with its internal structure takes a lot of time and is far from a simple task.",428c8288-6f65-453f-bfa2-4b519d08f8e9,rat.json
H-worm,WSHRat|Houdini|Dunihi,malware,"H-worm is a VBS (Visual Basic Script) based RAT written by an individual going by the name Houdini. We believe the author is based in Algeria and has connections to njq8, the author of njw0rm [1] and njRAT/LV [2] through means of a shared or common code base. We have seen the H-worm RAT being employed in targeted attacks against the international energy industry; however, we also see it being employed in a wider context as run of the mill attacks through spammed email attachments and malicious l",1b6a067b-50b9-4aa7-a49b-823e94e210fe,rat.json
Parasite-HTTP-RAT,Parasite HTTP,malware,"The RAT, dubbed Parasite HTTP, is especially notable for the extensive array of techniques it incorporates for sandbox detection, anti-debugging, anti-emulation, and other protections. The malware is also modular in nature, allowing actors to add new capabilities as they become available or download additional modules post infection.",1b6a067c-50ba-4aa7-a59b-824e94e210fe,rat.json
Caesar RAT,,malware,Caesar is an HTTP-based RAT that allows you to remotely control devices directly from your browser.,1b6a066c-50ba-4aa6-a49b-823e94e110fe,rat.json
FlawedAmmy,,malware,"During the month of October, Check Point researchers discovered a widespread malware campaign spreading a remote access trojan (dubbed “FlawedAmmy”) that allows attackers to take over victims’ computers and data. The campaign was the latest and most widespread delivering the ‘FlawedAmmyy’ RAT, following a number of campaigns that have spread this malware in recent months. The Trojan allows attackers to gain full access to the machine’s camera and microphone, collect screen grabs, steal credentia",4b9b99f0-9c2d-4db5-aaff-09de88509c04,rat.json
Felipe,,malware,"The Zscaler ThreatLabZ team came across a new strain of infostealer Trojan called Felipe, which silently installs itself onto a user’s system and connects to a command-and-control (C&C) server to send system information from the compromised system. This malware is compiled for both 32-bit and 64-bit Windows operating systems. Felipe basically steals the victim's debit and credit card information and sends it, along with other personal information, to the remote C&C server. It also sets a date an",0f117f50-9657-11e9-8e2b-83e391e0ce57,rat.json
Amavaldo Banking Trojan,,malware,Amavaldo is banking trojan writen in Delphi and known to targeting Spanish or Portuguese speaking countries. It contains backdoor functionality and can work as multi stage. Amavaldo also abuses legitimate tools and softwares,39c65b1d-7799-43d6-a963-4a058b1c756e,rat.json
AsyncRAT,,malware,Open-Source Remote Administration Tool For Windows C# (RAT),1b6a065c-40ba-4aa5-a46b-813e74e010fe,rat.json
InnfiRAT,,malware,"new RAT called InnfiRAT, which is written in .NET and designed to perform specific tasks from an infected machine",1b4a085c-30bb-5aa5-b46a-803e94e010ff,rat.json
KeyBase,,malware,In the wild since February 2015. The malware comes equipped with a variety of features and can be purchased for $50 directly from the author. It has been deployed in attacks against organizations across many industries and is predominantly delivered via phishing emails.,b3cfd21f-b637-42ff-b118-2803630b718a,rat.json
Warzone,,malware,Apparently existing since 2018,bbff39cb-a12b-4b18-be20-aa9e6d378fa6,rat.json
SDBbot,SDB bot,malware,"SDBbot is a new remote access Trojan (RAT) written in C++ that has been delivered by the Get2 downloader in recent TA505 campaigns. Its name is derived from the debugging log file (sdb.log.txt) and DLL name (BotDLL[.]dll) used in the initial analyzed sample. It also makes use of application shimming [1] for persistence. SDBbot is composed of three pieces: an installer, a loader, and a RAT component.",9d36db93-7d60-4da6-a611-1a32e02a054f,rat.json
Sepulcher,,malware,"A China-based APT has been sending organizations spear-phishing emails that distribute a never-before-seen intelligence-collecting RAT dubbed Sepulcher.

Researchers discovered the new malware being distributed over the past six months through two separate campaigns. The first, in March, targeted European diplomatic and legislative bodies, non-profit policy research organizations and global organizations dealing with economic affairs. The second, in July, targeted Tibetan dissidents. They tied t",d0ed7527-cd1b-4b05-bbac-2e409ca46104,rat.json
Guildma,Astaroth,malware,"The campaign spreads via phishing emails posing as invoices, tax reports, invitations and similar types of messages containing a ZIP archive attachment with a malicious LNK file. When a user opens the malicious LNK file, it abuses the Windows Management Instrumentation Command-line tool and silently downloads a malicious XSL file. The XSL file downloads all of Guildma’s modules and executes a first stage loader, which loads the rest of the modules. The malware is then active and waits for comman",833ed94d-97c1-4b57-9634-c27bf42eb867,rat.json
Milan,James,malware,"Milan is a 32-bit RAT written in Visual C++ and .NET. Milan is loaded and persists using tasks. An encoded routine waits for three to four seconds between executing the first task, deleting this task, and setting a second scheduled task for persistence.",a5e5a48a-5ce7-45f0-97d7-517d7f37b4ce,rat.json
DarkWatchman,,malware,"In late November, Prevailion’s Adversarial Counterintelligence Team (PACT) identified what appeared to be a malicious javascript-based Remote Access Trojan (RAT) that uses a robust Domain Generation Algorithm (DGA) to identify its Command and Control (C2) infrastructure and that utilizes novel methods for fileless persistence, on-system activity, and dynamic run-time capabilities like self-updating and recompilation.  This RAT, which PACT refers to by its internal codename “DarkWatchman”, has be",35198ca6-6f8d-49cd-be1b-65f21b2e7e00,rat.json
Ragnatela,,malware,"Malwarebytes Lab identified a new variant of the BADNEWS RAT called Ragnatela. It is being distributed via spear phishing emails to targets of interest in Pakistan. Ragnatela, which means spider web in Italian, is also the project name and panel used by Patchwork APT. Ironically, the threat actor infected themselves with their own RAT.",e79cb167-6639-46a3-9646-b12535aa21b6,rat.json
STRRAT,,malware,"STRRAT is a Java-based RAT with a JavaScript wrapper/dropper that was discovered in 2020. Its core payload (a .JAR file) is contained under several layers of obfuscation and encoding inside the JavaScript wrapper/dropper.

STRRAT is propagated by malicious email attachments. Its capabilities include standard RAT functionalities (remote access, remote command execution), browser and email-client credential harvesting, and a unique ransomware-like functionality – if instructed, it will add a “.cri",b30cb6f4-1e0a-4a97-8d88-ca38f83b4422,rat.json
COATHANGER,,malware,"Chinese FortiGate RAT. The COATHANGER malware is a remote access trojan (RAT) designed specifically for Fortigate appliances. It is used as second-stage malware, and does not exploit a new vulnerability. Intelligence services MIVD & AIVD refer to the malware as COATHANGER based on a string present in the code./nThe COATHANGER malware is stealthy and persistent. It hides itself by hooking system calls that could reveal its presence. It survives reboots and firmware upgrades./nMIVD & AIVD assess w",c04e9738-de62-43e4-b645-2e308c1f77f7,rat.json
BIOPASS,,malware,BIOPASS RAT is a malware family which targets online gambling companies in China by leveraging a watering hole attack. This Remote Access Trojan (RAT) is unique in that it leverages the Open Broadcaster Software (OBS) framework to monitor the user's screen.,74c3ad69-1b71-4c26-a542-b25318e8d27c,rat.json
SodaMaster,dfls|HEAVYPOT|DelfsCake,malware,"This is a RAT that is usually loaded with one or more shellcode and/or reflective DLL injection techniques. The RAT uses RC4 or a hardcoded RSA key for traffic encryption/decryption. Its communication can either happen via a raw TCP socket or a HTTP POST request. Depending on the version, the RAT may remotely execute DLLs or shellcode.",db40f1b5-9cd9-439b-a8e9-20465be73d3c,rat.json
ADB.miner,,malware,"A new botnet appeared over the weekend, and it's targeting Android devices by scanning for open debug ports so it can infect victims with malware that mines the Monero cryptocurrency.

The botnet came to life on Saturday, February 3, and is targeting port 5555, which on devices running the Android OS is the port used by the operating system's native Android Debug Bridge (ADB), a debugging interface that grants access to some of the operating system's most sensitive features.

Only devices runnin",6d7fc046-61c8-4f4e-add9-eebe5b5f4f69,botnet.json
Bagle,Beagle|Mitglieder|Lodeight,malware,"Bagle (also known as Beagle) was a mass-mailing computer worm affecting Microsoft Windows. The first strain, Bagle.A, did not propagate widely. A second variant, Bagle.B, was considerably more virulent.",d530ea76-9bbc-4276-a2e3-df04e0e5a14c,botnet.json
Marina Botnet,Damon Briant|BOB.dc|Cotmonger|Hacktool.Spammer|Kraken,malware,"Around the same time Bagle was sending spam messages all over the world, the Marina Botnet quickly made a name for itself. With over 6 million bots pumping out spam emails every single day, it became apparent these “hacker tools” could get out of hand very quickly. At its peak, Marina Botnet delivered 92 billion spam emails per day.",7296f769-9bb7-474d-bbc7-5839f71d052a,botnet.json
Torpig,Sinowal|Anserin,malware,"Torpig, also known as Anserin or Sinowal is a type of botnet spread through systems compromised by the Mebroot rootkit by a variety of trojan horses for the purpose of collecting sensitive personal and corporate data such as bank account and credit card information. It targets computers that use Microsoft Windows, recruiting a network of zombies for the botnet. Torpig circumvents antivirus software through the use of rootkit technology and scans the infected system for credentials, accounts and ",415a3667-4ac4-4718-a6ea-617540a4abb1,botnet.json
Storm,Nuwar|Peacomm|Zhelatin|Dorf|Ecard,malware,"The Storm botnet or Storm worm botnet (also known as Dorf botnet and Ecard malware) is a remotely controlled network of ""zombie"" computers (or ""botnet"") that have been linked by the Storm Worm, a Trojan horse spread through e-mail spam. At its height in September 2007, the Storm botnet was running on anywhere from 1 million to 50 million computer systems, and accounted for 8% of all malware on Microsoft Windows computers. It was first identified around January 2007, having been distributed by em",74ebec0c-6db3-47b9-9879-0d125e413e76,botnet.json
Rustock,RKRustok|Costrat,malware,,9bca63cc-f0c7-4704-9c5f-b5bf473a9b43,botnet.json
Donbot,Buzus|Bachsoy,malware,,27a7fd9b-ec9a-4f4a-b3f5-a3b81c71970a,botnet.json
Cutwail,Pandex|Mutant,malware,"The Cutwail botnet, founded around 2007, is a botnet mostly involved in sending spam e-mails. The bot is typically installed on infected machines by a Trojan component called Pushdo.] It affects computers running Microsoft Windows. related to: Wigon, Pushdo",35e25aad-7c39-4a1d-aa17-73fa638362e8,botnet.json
Akbot,,malware,Akbot was a computer virus that infected an estimated 1.3 million computers and added them to a botnet.,6e1168e6-7768-4fa2-951f-6d6934531633,botnet.json
Srizbi,Cbeplay|Exchanger,malware,"Srizbi BotNet, considered one of the world's largest botnets, and responsible for sending out more than half of all the spam being sent by all the major botnets combined. The botnets consist of computers infected by the Srizbi trojan, which sent spam on command. Srizbi suffered a massive setback in November 2008 when hosting provider Janka Cartel was taken down; global spam volumes reduced up to 93% as a result of this action.",6df98396-b52a-4f84-bec2-0060bc46bdbf,botnet.json
Lethic,,malware,The Lethic Botnet (initially discovered around 2008) is a botnet consisting of an estimated 210 000 - 310 000 individual machines which are mainly involved in pharmaceutical and replica spam. At the peak of its existence the botnet was responsible for 8-10% of all the spam sent worldwide.,a73e150f-1431-4f72-994a-4000405eff07,botnet.json
Xarvester,Rlsloup|Pixoliz,malware,,e965dd3a-bfd9-4c88-b7a5-a8fc328ac859,botnet.json
Sality,Sector|Kuku|Sality|SalLoad|Kookoo|SaliCode|Kukacka,malware,"Sality is the classification for a family of malicious software (malware), which infects files on Microsoft Windows systems. Sality was first discovered in 2003 and has advanced over the years to become a dynamic, enduring and full-featured form of malicious code. Systems infected with Sality may communicate over a peer-to-peer (P2P) network for the purpose of relaying spam, proxying of communications, exfiltrating sensitive data, compromising web servers and/or coordinating distributed computin",6fe5f49d-48b5-4dc2-92f7-8c94397b9c96,botnet.json
Mariposa,,malware,"The Mariposa botnet, discovered December 2008, is a botnet mainly involved in cyberscamming and denial-of-service attacks. Before the botnet itself was dismantled on 23 December 2009, it consisted of up to 12 million unique IP addresses or up to 1 million individual zombie computers infected with the ""Butterfly (mariposa in Spanish) Bot"", making it one of the largest known botnets.",f4878385-c6c7-4f6b-8637-08146841d2a2,botnet.json
Conficker,DownUp|DownAndUp|DownAdUp|Kido,malware,"Conficker, also known as Downup, Downadup and Kido, is a computer worm targeting the Microsoft Windows operating system that was first detected in November 2008. It uses flaws in Windows OS software and dictionary attacks on administrator passwords to propagate while forming a botnet, and has been unusually difficult to counter because of its combined use of many advanced malware techniques. The Conficker worm infected millions of computers including government, business and home computers in ov",ab49815e-8ba6-41ec-9f51-8a9587334069,botnet.json
Waledac,Waled|Waledpak,malware,"Waledac, also known by its aliases Waled and Waledpak, was a botnet mostly involved in e-mail spam and malware. In March 2010 the botnet was taken down by Microsoft.",4e324956-3177-4c8f-b0b6-e3bc4c3ede2f,botnet.json
Maazben,,malware,"A new botnet, dubbed Maazben, has also been observed and is also growing rapidly.  MessageLabs Intelligence has been tracking the growth of Maazben since its infancy in late May and early June.  Its dominance in terms of the proportion of spam has been accelerating in the last 30 days from just over 0.5% of all spam, peaking at 4.5% of spam when it is most active. Currently spam from Maazben accounts for approximately 1.4% of all spam, but this is likely to increase significantly over time, part",a461f744-ab52-4a78-85e4-aedca1303a4c,botnet.json
Onewordsub,,malware,,4cc97d31-c9ab-4682-aae4-21dcbc02118f,botnet.json
Gheg,Tofsee|Mondera,malware,"Tofsee, also known as Gheg, is another botnet analyzed by CERT Polska. Its main job is to send spam, but it is able to do other tasks as well. It is possible thanks to the modular design of this malware – it consists of the main binary (the one user downloads and infects with), which later downloads several additional modules from the C2 server – they modify code by overwriting some of the called functions with their own. An example of some actions these modules perform is spreading by posting c",ca11e3f2-cda1-45dc-bed1-8708fa9e27a6,botnet.json
Nucrypt,,malware,,ec9917f4-006b-4a32-9a58-c03b5c85abe4,botnet.json
Wopla,,malware,,b2ec8e6b-414d-4d76-b51c-8ba3eee2918d,botnet.json
Asprox,Badsrc|Aseljo|Danmec|Hydraflux,malware,"The Asprox botnet (discovered around 2008), also known by its aliases Badsrc and Aseljo, is a botnet mostly involved in phishing scams and performing SQL injections into websites in order to spread malware.",0d58f329-1356-468c-88ab-e21fbb64c02b,botnet.json
